geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.58	0.539	0.713	0.085	0.879	0.856	0.889	0.142	0.690438557542144	0.00282859072842872	0.0778088290570105
EE	0.228	0.088	0.165	0.331	0.21	0.054	0.158	0.259	0.0438850064983872	0.00237193225183361	0.571742590665277
EE	0.777	0.926	0.749	0.32	1	0.903	0.868	0.359	0.879607992383016	0.281686288832439	0.72180661187196
EE	0.732	0.811	0.904	0.831	0.806	0.962	0.945	0.579	0.720456595235528	0.780993513437262	0.885692678073707
EE	0.719	0.565	0.819	0.687	0.862	0.923	0.736	0.674	0.756205444557046	0.868594604653788	0.971272790041455
EE	0.474	0.294	0.6	0.952	0.209	0.127	0.231	0.928	0.0652487432168975	1.52118979470741e-05	0.239604748120415
EE	0.377	0.318	0.492	0.6	0.168	0.216	0.225	0.869	0.443928082276552	0.0541811397160941	0.421645473280265
meanDE	0.161	0.273	0.194	0.291	0.125	0.318	0.165	0.087	0.110457126893088	3.50598378248984e-16	0.00881490785552171
EE	0.813	0.604	0.746	0.434	0.624	0.535	0.56	0.318	0.38726210161495	3.36601702643088e-05	0.132887647385851
EE	0.463	0.481	0.275	0.313	0.48	0.577	0.162	0.417	0.227870641295656	1.41292184349043e-06	0.0506604708292325
EE	0.059	0.062	0.084	0.441	0.1	0.09	0.098	0.538	0.116053414768648	2.702576249276e-08	0.0579845669178098
EE	0.084	0.135	0.134	0.785	0.035	0.061	0.077	0.919	0.0495174167409104	1.22151128201864e-28	0.000135139813445992
EE	0.619	0.393	0.745	0.329	0.281	0.216	0.306	0.546	0.210148157418922	4.36438269864391e-09	0.0953428244532443
EE	0.177	0.31	0.274	0.324	0.111	0.143	0.112	0.134	0.126740473276066	0.00103743904437939	0.260118369878564
EE	0.626	0.703	0.855	0.923	0.452	0.787	0.786	0.978	0.799764972341542	0.345953341045109	0.407007187575046
EE	0.843	0.626	0.74	0.8	0.824	0.626	0.642	0.638	0.969467584743638	0.151429949994859	0.85875760420291
EE	0.01	0.005	0.009	0.55	0.029	0.008	0.029	0.522	0.00472016756341583	2.13283926486989e-16	0.438432002976552
EE	0.407	0.249	0.518	0.229	0.843	0.658	0.912	0.771	0.633969865058376	0.342432797702966	0.939576444013668
EE	0.681	0.636	0.642	0.8	0.434	0.387	0.432	0.495	0.554367789767467	4.81001126190799e-08	0.243421217926076
varDE	0.647	0.581	0.527	0.203	0.609	0.518	0.424	0.236	0.238705854886381	3.06727865801285e-09	0.243310791133133
EE	0.059	0.129	0.111	0.848	0.122	0.186	0.152	0.74	0.329054692007381	7.36330763828786e-07	0.198205545020291
meanDE	0.291	0.19	0.267	0.111	0.811	0.431	0.353	0.032	0.103760726866345	1.76418721292897e-05	0.539680196061377
meanDE	0.579	0.655	0.775	0.994	0.768	0.779	0.787	0.903	0.878153273702736	0.88614081235461	0.813979510276302
EE	0.337	0.339	0.294	0.404	0.193	0.216	0.114	0.246	0.254558864026456	5.40383244060949e-05	0.0333418619252073
varDE	0.695	0.763	0.796	0.652	0.929	0.876	0.758	0.576	0.756476800192357	0.00295317194651541	0.0207904988336779
EE	0.391	0.384	0.61	0.748	0.182	0.224	0.265	0.585	0.501408063369508	0.0112471683431378	0.265719783488029
EE	0.37	0.429	0.44	0.323	0.22	0.288	0.218	0.339	0.431811553965101	0.00710422873052595	0.552790141184611
EE	0.553	0.529	0.481	0.431	1	0.889	0.955	0.775	0.672197191114456	0.554630600781264	0.421616394982747
EE	0.546	0.619	0.925	0.555	0.457	0.525	0.859	0.718	0.494447431373735	0.0118728015739633	0.163142305547413
EE	0.545	0.512	0.638	0.469	0.273	0.384	0.285	0.715	0.143272656435516	0.000700392607588888	0.86358371181833
EE	0.266	0.286	0.183	0.373	0.309	0.417	0.125	0.453	0.380487639262791	1.43892885102031e-08	0.363947089307661
EE	0.813	0.775	0.567	0.535	0.868	0.918	0.705	0.739	0.868787915191237	0.0221084874098638	0.314880955718306
EE	0.81	0.893	0.853	0.986	0.579	0.63	0.511	0.93	0.362142978198954	0.000662298270055093	0.371079499918221
EE	0.06	0.136	0.062	0.116	0.12	0.176	0.049	0.098	0.0112272644632721	1.64075688253987e-45	0.0273070663136623
varDE	0.866	0.744	0.876	0.616	0.821	0.602	0.758	0.393	0.704147182621269	0.000133572855405368	0.756680452338066
EE	0.755	0.856	0.885	0.936	0.743	0.665	0.581	0.547	0.603287806243113	8.98943477752255e-05	0.371556732476928
EE	0.617	0.713	0.793	0.966	0.655	0.813	0.887	1	0.765337085760875	0.0317764708007727	0.129768976363546
EE	0.072	0.08	0.067	0.646	0.141	0.233	0.215	0.651	0.327764529662155	2.1690939704924e-07	0.00057579476408402
EE	0.817	0.844	0.798	0.454	0.471	0.554	0.569	0.412	0.719367120547245	0.0325673118874172	0.201936893199464
EE	0.968	0.884	0.507	0.6	0.943	0.891	0.768	0.897	0.613897236460906	0.215974045092032	0.544113098542439
EE	0.4	0.448	0.703	0.502	0.365	0.551	0.704	0.701	0.702837584611554	9.74710836690837e-05	0.0171321762241164
varDE	0.304	0.309	0.328	0.167	0.463	0.544	0.583	0.356	0.862420536269424	1.49078118533337e-10	8.23310496441647e-05
varDE	0.464	0.418	0.519	0.353	0.489	0.408	0.486	0.744	0.94346683943445	1.38704205464843e-10	0.0245069822888107
EE	0.657	0.383	0.806	0.426	0.952	0.881	0.873	0.917	0.91903911908767	0.00769566720752336	0.173214797714282
EE	0.04	0.025	0.122	0.408	0.193	0.129	0.206	0.507	0.519115806447557	0.0825381549411325	0.60267997785188
meanDE	0.199	0.177	0.212	0.39	0.514	0.438	0.56	0.585	0.310196182292959	0.0617041132013847	0.279903234177731
EE	0.294	0.209	0.269	0.227	0.535	0.338	0.372	0.368	0.464219640920933	3.40315436209135e-05	0.512438343887478
varDE	0.791	0.925	0.891	0.635	0.799	0.933	0.88	0.837	0.889986880471739	0.0027540139303408	0.0337870653181075
EE	0.492	0.419	0.364	0.86	0.323	0.241	0.191	0.667	0.0892406157003147	8.42929853865243e-20	0.0472274150403267
meanDE	0.687	0.573	0.499	0.815	0.86	0.848	0.742	0.648	0.914780262480359	2.13623622640489e-06	0.546487575870619
meanDE	0.684	0.661	0.647	0.247	0.528	0.487	0.917	0.184	0.664411451645731	0.0682997973590057	0.172159230128234
EE	0.274	0.391	0.288	0.308	0.297	0.501	0.29	0.287	0.33846298320793	1.26507885991293e-07	0.0126075608482765
EE	0.368	0.345	0.394	0.26	0.565	0.584	0.532	0.438	0.815028515331047	0.510030343439827	0.748206378474049
EE	0.875	0.733	0.811	0.349	0.576	0.862	0.844	0.71	0.741142294399236	3.95524588348024e-09	0.964813494912765
varDE	0.103	0.115	0.07	0.027	0.121	0.096	0.054	0.045	0.0144075118272963	1.28941265522503e-33	0.0106166637337965
EE	0.697	0.724	0.618	0.876	0.533	0.633	0.296	0.607	0.203508171487172	0.00149319374195987	0.88661303917914
EE	0.188	0.068	0.137	0.083	0.279	0.178	0.252	0.219	0.157324672246096	1.11310752571527e-16	0.197641967813447
EE	0.809	0.966	0.722	0.684	0.802	0.973	0.807	0.611	0.711631867215443	0.977685817001178	0.949714378057278
EE	0.413	0.313	0.224	0.87	0.491	0.513	0.362	0.99	0.274372464682234	8.18126975508121e-05	0.0603998785353224
EE	0.033	0.069	0.033	0.064	0.015	0.015	0.015	0.015	0.0267117228700735	3.23649428300266e-46	0.00115383064367255
EE	0.761	0.914	0.923	0.44	0.775	0.888	0.739	0.715	0.473568225183903	0.0973291782585869	0.110721625015424
EE	0.083	0.221	0.15	0.275	0.268	0.447	0.309	0.264	0.436668205161257	2.92143688083167e-08	0.00735143242090041
EE	0.781	0.829	0.284	0.822	0.944	0.967	0.72	0.816	0.718631941711422	0.0360669389449579	0.177200793797884
EE	0.263	0.338	0.238	0.463	0.082	0.163	0.083	0.22	0.0285875414972398	1.02609458436282e-14	0.00582066668116162
varDE	0.401	0.544	0.438	0.82	0.826	0.874	0.919	0.941	0.953948051230545	0.0152585263280693	0.950369024179612
EE	0.433	0.175	0.262	0.169	0.248	0.103	0.195	0.118	0.0869740458378309	5.06537319389695e-41	0.0819267073799788
EE	0.25	0.306	0.153	0.192	0.5	0.568	0.406	0.2	0.350195385867161	2.06326587101732e-06	0.043741167532889
EE	0.449	0.357	0.279	0.364	0.705	0.674	0.488	0.652	0.366581801976968	3.59288611296803e-11	0.32327080963065
EE	0.94	0.832	0.95	0.783	0.957	0.761	0.979	0.636	0.673658979803165	0.568208092666994	0.871130958628932
varDE	0.721	0.565	0.463	0.364	0.528	0.448	0.446	0.433	0.844516810061571	6.28588670634196e-07	0.00603262034149772
varDE	0.436	0.359	0.432	0.194	0.315	0.282	0.381	0.158	0.506284131979579	0.0382737228010663	0.801418165498601
EE	0.511	0.471	0.489	0.475	0.534	0.455	0.501	0.426	0.41703437525356	0.000775881077336491	0.00214537843679496
varDE	0.266	0.258	0.505	0.389	0.037	0.041	0.249	0.392	0.782157883686131	0.00946157114759649	0.0718963664621318
meanDE	0.826	0.827	0.612	0.345	0.877	0.85	0.441	0.383	0.538636482268379	0.00296784629259504	0.382808639392622
EE	0.872	0.785	0.92	0.854	0.927	0.976	0.943	0.844	0.842874517607962	0.193357013835029	0.85248568784308
meanDE	0.163	0.205	0.211	0.257	0.097	0.117	0.108	0.113	0.2433456429222	2.81210071786566e-06	0.0919867050509762
EE	0.299	0.334	0.251	0.558	0.499	0.532	0.231	0.51	0.0797791256933175	0.000467128972959612	0.759685691694717
EE	0.391	0.456	0.257	0.437	0.313	0.378	0.149	0.388	0.141073583832615	1.10088812166204e-06	0.00953247447356176
meanDE	0.851	0.784	0.876	0.627	0.907	0.894	0.86	0.973	0.917282476256572	0.000185246601694705	0.655524697676486
varDE	0.56	0.312	0.471	0.361	0.723	0.475	0.615	0.638	0.982523268851867	0.000361236265696859	0.331549393374737
EE	0.259	0.31	0.297	0.757	0.549	0.485	0.506	0.606	0.236171698361	1.03932258074328e-07	0.544604409484499
EE	0.658	0.574	0.751	0.186	0.913	0.729	0.929	0.633	0.983262128503893	0.104934068197232	0.879899829183976
meanDE	0.24	0.252	0.275	0.283	0.46	0.68	0.509	0.711	0.536834069806661	0.114751893930746	0.706436558635091
EE	0.062	0.138	0.075	0.192	0.019	0.026	0.019	0.088	0.0143287322472576	8.87054207640991e-11	0.0119924689648177
EE	0.311	0.27	0.581	0.892	0.386	0.395	0.822	0.64	0.740604620278912	0.0316361080635764	0.0847023869191512
EE	0.148	0.227	0.167	0.175	0.067	0.142	0.063	0.079	0.030669561966813	1.5138138690417e-15	1.47293925550576e-05
meanDE	0.31	0.162	0.135	0.032	0.378	0.248	0.199	0.008	0.116061141575025	4.35316264377435e-08	0.109267175861013
EE	0.541	0.432	0.576	0.323	0.708	0.639	0.666	0.696	0.78764751860978	0.000118524531159257	0.615456317469153
EE	0.218	0.366	0.172	0.023	0.74	0.938	0.349	0.022	0.978519089242384	0.00382128968208039	0.210583752909788
EE	0.926	0.906	0.758	0.644	0.849	0.844	0.683	0.78	0.559290663713378	0.0226051633739774	0.0887197943245593
EE	0.799	0.542	0.893	0.621	0.5	0.491	0.615	0.307	0.94619491451448	0.164043622910622	0.632398501036157
EE	0.112	0.162	0.198	0.616	0.271	0.247	0.331	0.565	0.960597875420562	0.39463269592505	0.33162942589156
EE	0.774	0.834	0.77	0.816	0.904	0.974	0.859	0.935	0.859986282737459	0.246600711109002	0.721437319254457
EE	0.85	0.926	0.983	0.927	0.857	0.975	0.936	0.968	0.291136401493128	0.00648731053412991	0.469275633953792
EE	0.528	0.416	0.323	0.241	0.627	0.479	0.327	0.436	0.0942923793619908	6.63954120392307e-09	0.233760354691938
EE	0.041	0.028	0.041	0.064	0.049	0.049	0.049	0.036	0.135720848840864	5.32856906304191e-12	0.00920245163291459
EE	0.495	0.45	0.705	0.316	0.49	0.404	0.626	0.452	0.532009721097209	0.00258257718531383	0.190062972194433
varDE	0.097	0.086	0.1	0.447	0.143	0.125	0.193	0.836	0.0798468592739012	0.000134967934499384	0.0240173982516347
EE	0.846	0.788	0.723	0.377	0.82	0.788	0.732	0.296	0.575742539003192	0.0533378454974235	0.159910211344917
meanDE	0.593	0.662	0.318	0.458	0.262	0.368	0.462	0.624	0.924101096047403	0.00616922353131921	0.0174375878251455
EE	0.161	0.165	0.169	0.953	0.277	0.257	0.3	0.921	0.066335416339753	2.60233602409803e-09	0.220910767997054
EE	0.103	0.108	0.156	0.259	0.302	0.21	0.345	0.572	0.510790929205189	1.47380016281828e-05	0.00332210195672482
EE	0.248	0.274	0.256	0.35	0.055	0.108	0.055	0.106	0.0984698428407927	7.79190960965587e-40	0.00847194075538107
EE	0.596	0.599	0.635	0.846	0.503	0.535	0.856	0.685	0.567026969853698	0.0241208741544247	0.0694839149573896
EE	0.335	0.239	0.296	0.279	0.739	0.649	0.662	0.753	0.588343468381578	0.353273937919987	0.773135808585301
varDE	0.86	0.5	0.746	0.89	0.702	0.397	0.679	0.79	0.761120952607221	6.02440025579153e-06	0.007356576947845
EE	0.636	0.819	0.843	0.828	0.698	0.754	0.918	0.84	0.567129671589988	0.327624111165397	0.799246258045804
EE	0.342	0.201	0.343	0.325	0.732	0.46	0.682	0.651	0.146195882201491	0.000224857869262364	0.124846325733221
EE	0.823	0.73	0.883	0.893	0.694	0.617	0.681	0.97	0.608276620519332	0.0637456532278871	0.900176192138123
varDE	0.543	0.49	0.308	0.478	0.661	0.712	0.503	0.501	0.848488320499506	0.012385960281515	0.474159170983795
meanDE	0.085	0.044	0.045	0.161	0.112	0.068	0.054	0.181	0.00469203231725723	1.84528724486119e-13	0.259272737770165
EE	0.39	0.335	0.444	0.386	0.281	0.283	0.55	0.407	0.733647242753362	8.03568863641686e-05	0.219090602630755
meanDE	0.362	0.266	0.568	0.437	0.082	0.062	0.319	0.303	0.764488569301731	0.0173323573590334	0.0425815388410719
EE	0.765	0.86	0.859	0.426	0.692	0.614	0.803	0.762	0.590221308928389	0.0020653982055207	0.401782156269289
EE	0.511	0.564	0.742	0.868	0.931	0.786	0.935	1	0.822336586471006	0.873345245353839	0.706576332277024
EE	0.607	0.527	0.798	0.408	0.605	0.663	0.664	0.52	0.595600507840843	0.247998212169237	0.357956641736703
EE	0.958	0.833	0.918	0.95	0.724	0.58	0.734	0.726	0.936386460145749	0.16238677687063	0.884449697309203
EE	0.755	0.558	0.776	0.407	0.346	0.305	0.749	0.587	0.816761679500317	0.116540263171198	0.400062463478982
meanDE	0.587	0.645	0.639	0.979	0.989	0.982	0.742	0.978	0.81047544073689	0.258028566774749	0.731298701224978
EE	0.082	0.05	0.043	0.023	0.044	0.02	0.027	0.02	0.000694963669703759	9.60250577030395e-52	0.00221442607382126
EE	0.523	0.677	0.549	0.29	0.4	0.621	0.757	0.679	0.297502977309246	0.0880175613139353	0.762450278870968
EE	0.507	0.56	0.551	0.664	0.409	0.489	0.385	0.26	0.473505835889092	2.16318428516632e-06	0.156632553948208
EE	0.958	0.878	0.762	0.82	0.581	0.561	0.491	0.388	0.891297665617965	0.102418864866036	0.176030801472671
EE	0.874	1	0.9	0.894	0.838	1	0.892	0.976	0.831387395663357	0.0483241727061321	0.682830712760525
EE	0.253	0.227	0.191	0.237	0.512	0.55	0.474	0.549	0.44300054800008	2.52685306014189e-30	0.248790194455893
EE	0.148	0.22	0.201	0.25	0.104	0.122	0.112	0.084	0.21951456830383	2.2216850699851e-07	0.0492008526780033
EE	0.337	0.285	0.4	0.147	0.474	0.556	0.755	0.091	0.616341162389886	0.00715104286424102	0.176890978508964
EE	0.834	0.883	0.937	0.898	0.843	0.801	0.908	0.775	0.837608079072004	0.0951930815306733	0.99935953165255
EE	0.067	0.168	0.05	0.218	0.075	0.149	0.05	0.22	0.0821674080125297	5.82104082965375e-12	0.309150321172687
meanDE	0.095	0.133	0.162	0.535	0.075	0.092	0.132	0.342	0.178774385038377	0.00120757454496173	0.278364553142796
EE	0.457	0.435	0.546	0.239	0.358	0.357	0.371	0.057	0.431720852609047	0.00215383314412005	0.00551262308374122
meanDE	0.15	0.235	0.18	0.013	0.091	0.141	0.108	0.008	0.0649370735419945	4.53570839076829e-14	0.568062287887424
meanDE	0.684	0.74	0.819	0.902	0.526	0.538	0.627	0.898	0.561788673459736	2.82447352027065e-05	0.867893288350598
varDE	0.591	0.397	0.268	0.263	0.247	0.103	0.087	0.228	0.851327630926089	0.0054754651107395	0.0176307992556386
meanDE	0.813	0.928	0.363	0.438	0.768	0.867	0.321	0.359	0.255118680544662	0.00136380315315243	0.702839823562709
EE	0.542	0.519	0.512	0.392	0.397	0.333	0.325	0.266	0.261757138247612	6.31287370368757e-06	0.39328851584717
EE	0.796	0.875	0.77	0.957	0.887	0.584	0.982	0.704	0.952384927229921	0.0430678159666959	0.602558329820481
EE	0.314	0.282	0.529	0.721	0.157	0.131	0.28	0.873	0.117897358180283	0.0167747126282176	0.955233499188017
EE	0.48	0.587	0.501	0.506	0.75	0.911	0.771	0.754	0.735478080069706	2.60001285594786e-08	0.692897939966773
EE	0.553	0.575	0.652	0.657	0.301	0.319	0.339	0.309	0.22632976766149	3.32772856126098e-07	0.0826803815015688
EE	0.506	0.629	0.633	0.803	0.462	0.287	0.287	0.491	0.0701774304563985	5.28865668538304e-32	0.205637497704284
EE	0.969	0.977	0.823	0.534	0.93	0.935	0.721	0.275	0.7994264369462	0.199688283562687	0.468077585245072
EE	0.511	0.598	0.889	0.493	0.433	0.805	0.516	0.512	0.859591521403914	0.0433629391311544	0.265184619005668
EE	0.258	0.297	0.329	0.393	0.26	0.25	0.253	0.431	0.305393427077728	0.0495028603193439	0.63307613491466
EE	0.999	0.927	0.998	0.983	0.626	0.749	0.776	0.834	0.416473962513076	0.115993203493647	0.668225629313179
EE	0.786	0.634	0.769	0.507	0.83	0.593	0.796	0.324	0.415508635850094	1.0340476151933e-06	0.509948439652798
EE	0.035	0.075	0.025	0.232	0.066	0.106	0.073	0.356	0.039286275194228	3.08737443820124e-27	0.000426046364832171
EE	0.588	0.425	0.607	0.358	0.351	0.206	0.331	0.187	0.107044266007948	2.88769681171059e-10	0.279256223591061
EE	0.499	0.527	0.534	0.597	0.927	0.987	0.954	0.966	0.934188881066624	0.065717439911695	0.821771103293888
EE	0.169	0.141	0.261	0.414	0.358	0.275	0.448	0.604	0.526732134423368	4.19145342289196e-06	0.0347484146220027
EE	0.249	0.3	0.355	0.433	0.44	0.382	0.658	0.429	0.299907610376464	0.0272931084979819	0.756489762298119
EE	0.643	0.444	0.626	0.234	0.314	0.288	0.304	0.202	0.358956450874343	4.04107136080123e-10	0.201828878481512
varDE	0.773	0.696	0.808	0.623	0.54	0.344	0.72	0.498	0.912184436086369	8.90853068902461e-07	0.00543932701172495
EE	0.373	0.322	0.333	0.566	0.42	0.414	0.455	0.436	0.307146095960931	2.30684941591414e-17	0.0540959266264207
EE	0.948	0.689	0.964	0.291	0.834	0.751	0.705	0.329	0.516394754598958	0.000510936176273057	0.382590723750682
EE	0.205	0.232	0.332	0.455	0.217	0.231	0.312	0.621	0.257579566147152	3.14031040960417e-05	0.218596681745013
EE	0.671	0.601	0.777	0.886	0.679	0.526	0.578	0.866	0.815049982025419	0.0231944926261642	0.0160425125737865
EE	0.179	0.175	0.172	0.972	0.276	0.215	0.188	0.936	0.218442367318052	2.50875909489637e-10	0.0249826197417467
meanDE	0.847	0.893	0.89	0.715	1	0.972	0.772	0.816	0.769480502448241	0.0485497541555313	0.144102569203091
EE	0.401	0.39	0.466	0.844	0.758	0.717	0.799	0.984	0.798687889803526	0.015184369928178	0.156316453452816
EE	0.541	0.68	0.452	0.62	0.902	0.935	0.867	0.625	0.763471189734285	0.0668615286115516	0.477905673944427
EE	0.822	0.645	0.27	0.111	0.658	0.574	0.385	0.135	0.997253250633364	0.000615068000431194	0.0326575491392689
EE	0.159	0.217	0.129	0.264	0.1	0.157	0.122	0.133	0.16996414873724	4.72757683384355e-14	0.0286618069907516
EE	0.411	0.478	0.37	0.15	0.343	0.397	0.264	0.144	0.121538928370297	3.42621381832298e-06	0.0985279601460638
EE	0.346	0.414	0.411	0.368	0.721	0.663	0.69	0.576	0.373781215987119	4.57176143562597e-07	0.825304061853007
EE	0.679	0.605	0.763	0.934	0.954	0.819	0.892	0.825	0.809851081223847	0.000273516802260486	0.470096312057388
EE	0.009	0.008	0.015	0.141	0.026	0.008	0.017	0.114	0.0164774235891454	6.62144557327822e-14	0.0366262541389787
EE	0.438	0.375	0.398	0.886	0.645	0.666	0.641	1	0.559354386456842	0.0102426951350889	0.799472996486732
EE	0.531	0.637	0.573	0.419	0.38	0.469	0.423	0.641	0.241461870190619	8.71385216220273e-13	0.475476544606353
meanDE	0.125	0.19	0.163	0.659	0.306	0.388	0.214	0.836	0.257214746986322	3.61278598897304e-13	0.0594468609877409
EE	0.931	1	0.864	0.714	0.977	0.95	0.789	0.485	0.601747500015067	0.118334184275951	0.188913721792134
EE	0.52	0.575	0.552	0.751	0.764	0.829	0.836	0.903	0.774133019938028	0.0410992001836895	0.667494520248011
EE	0.697	0.826	0.687	0.96	0.866	0.863	0.808	0.725	0.939875279759514	0.30973442061446	0.845687368829156
meanDE	0.93	0.948	0.782	0.491	0.97	0.869	0.712	0.377	0.738429327091244	0.278819167261979	0.790069162717804
EE	0.489	0.557	0.336	0.32	0.404	0.587	0.343	0.553	0.455663458900595	0.174731722447506	1
meanDE	0.983	0.908	0.92	0.935	0.959	0.932	0.818	0.882	0.805417286153811	0.00407142766160371	0.758131342756157
EE	0.848	0.975	0.98	0.96	0.89	0.96	0.985	0.957	0.935616390832644	0.26748863743365	0.863092357798736
EE	0.615	0.691	0.849	0.883	0.693	0.626	0.689	0.842	0.601274240455492	0.780657869326908	0.780004137543778
EE	0.663	0.774	0.756	0.277	0.669	0.728	0.696	0.802	0.542305300973801	0.00276673772922313	0.88584694109253
EE	0.814	0.675	0.667	0.164	0.535	0.517	0.548	0.154	0.47862506362455	0.00253310061062331	0.212934257548749
EE	0.003	0.009	0.012	0.227	0.008	0.008	0.015	0.368	0.0157066550869184	1.39387955713309e-23	0.000269967551244496
EE	0.494	0.448	0.428	0.544	0.319	0.406	0.282	0.484	0.373774390014299	2.30427733743987e-13	0.170885885788627
varDE	0.836	0.692	0.792	0.785	0.641	0.681	0.8	0.633	0.901075498337682	0.00363734716619214	0.392018391343471
meanDE	0.52	0.373	0.381	0.973	0.936	0.757	0.625	0.764	0.516582705307712	4.04395749342183e-05	0.00932091533690043
meanDE	0.07	0.165	0.188	0.638	0.064	0.064	0.074	0.555	0.0532610956644931	6.07070706384711e-07	0.00596835987564309
EE	0.053	0.057	0.066	0.089	0.074	0.074	0.131	0.165	0.400661191594867	1.9132119395649e-08	0.031664739476586
EE	0.661	0.652	0.882	0.888	0.4	0.4	0.421	0.903	0.635182780465938	0.00851886380486601	0.372026853492927
EE	0.894	0.924	0.915	0.948	0.821	0.891	0.815	0.852	0.747632154759591	0.00647740320008843	0.898283734733256
EE	0.355	0.486	0.421	0.354	0.529	0.633	0.603	0.711	0.722316559438128	0.0613517922932344	0.119741119882214
EE	NA	NA	0.84	0.837	NA	NA	0.714	1	0.800098744194578	0.0607983362935308	0.452099490286618
meanDE	0.271	0.159	0.244	0.297	0.562	0.317	0.414	0.303	0.16984500478664	1.08082815753273e-12	0.141921703682846
varDE	0.741	0.562	0.665	0.759	0.438	0.288	0.325	0.405	0.570675883389164	1.8132623956879e-11	0.381950771216255
EE	0.362	0.375	0.446	0.644	0.233	0.325	0.513	0.884	0.553778711243852	0.00604890776633307	0.0976997424992136
EE	0.273	0.414	0.316	0.261	0.574	0.735	0.468	0.342	0.480744937011594	6.39080051921218e-09	0.247540287746867
EE	0.232	0.321	0.227	0.625	0.465	0.727	0.542	0.389	0.127159898351165	3.9241983563437e-10	0.00679103034391088
