geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.295	0.354	0.381	0.524	0.344	0.458	0.421	0.534	0.247366349611409	4.74437444814214e-05	0.086460416741583
EE	0.609	0.812	0.608	0.852	0.926	0.993	0.868	0.955	0.981888985215413	0.419912493627985	0.69046712019161
EE	0.615	0.421	0.563	0.48	0.501	0.331	0.453	0.529	0.296072979583394	0.00114732513804157	0.141538922536199
EE	0.006	0.006	0.009	0.793	0.024	0.029	0.015	0.762	0.00102687197443223	4.90478436960819e-07	0.866833019464203
varDE	0.651	0.526	0.716	0.694	0.678	0.661	0.814	0.801	0.846190472353551	0.016213907631166	0.0872109733731934
EE	0.04	0.099	0.071	0.29	0.015	0.015	0.073	0.396	0.0976550487670118	1.33736694629141e-05	0.00531446058831435
EE	0.012	0.012	0.015	0.014	0.017	0.008	0.008	0.008	0.000700006457228049	4.60325261619134e-10	0.0494262525025694
EE	0.324	0.134	0.363	0.63	0.21	0.136	0.183	0.576	0.0134419086534806	6.04010870434084e-15	0.0793653343277172
varDE	0.453	0.511	0.645	0.835	0.488	0.545	0.603	0.977	0.367244531620604	1.23639534981029e-11	0.0197337121283537
EE	0.131	0.155	0.118	0.632	0.222	0.23	0.163	0.575	0.0221808170189214	1.78027199236963e-16	0.225907897873582
EE	0.231	0.245	0.237	0.142	0.168	0.168	0.131	0.082	0.00125946476808574	2.21122095617204e-28	0.00494216468528055
EE	0.79	0.446	0.855	0.515	0.991	0.827	0.903	0.948	0.840512622473332	0.684201791653341	0.953933045651616
EE	0.103	0.173	0.163	0.982	0.172	0.24	0.15	0.96	0.123082825806927	2.80163460987622e-09	0.027833085452311
EE	0.865	0.971	0.801	0.661	0.968	0.962	0.859	0.996	0.910756303775568	0.0208008230265807	0.201666587085735
EE	0.89	1	0.951	0.985	0.843	0.743	0.734	0.766	0.424540177346188	0.000115168201804644	0.875526916096829
EE	0.699	0.652	0.77	0.528	0.776	0.872	0.69	0.357	0.338216653812556	0.00905290488658682	0.492811334105289
meanDE	0.331	0.436	0.342	0.499	0.289	0.508	0.31	0.534	0.496009798244114	5.93863170585936e-07	0.313551194524804
varDE	0.894	0.766	0.77	0.722	0.803	0.765	0.703	0.873	0.673119599411877	0.0163850974217368	0.866703475934956
EE	0.476	0.54	0.16	0.275	0.21	0.253	0.029	0.179	0.0320653471882147	3.42217556065114e-05	0.000791316650906379
EE	0.867	0.911	0.716	0.827	0.964	0.987	0.905	0.938	0.971711542826065	0.185235896029329	0.907210863424395
meanDE	0.471	0.542	0.484	0.707	0.491	0.616	0.403	0.501	0.333418494533063	9.65879222031704e-07	0.00863629964478069
EE	0.975	0.802	0.972	0.96	0.507	0.457	0.867	0.938	0.823660226129879	0.30153180905044	0.561541571125768
varDE	0.06	0.019	0.13	0.077	0.196	0.103	0.295	0.157	0.0980403136364237	3.32532466561341e-05	0.0487960040378462
EE	0.809	0.747	0.94	0.886	0.527	0.614	0.948	0.609	0.780254821746452	0.611065835413325	0.833453425156387
EE	0.266	0.377	0.264	0.316	0.283	0.41	0.293	0.307	0.233624799646429	9.07699038275197e-07	0.00167183284746738
EE	0.264	0.359	0.285	0.094	0.082	0.166	0.116	0.008	0.0916366956464241	1.82658399527551e-12	0.137762747666751
EE	0.351	0.417	0.291	0.362	0.082	0.117	0.076	0.113	0.0189238993270764	2.80744556954993e-09	0.00277819653094477
EE	0.479	0.547	0.827	0.687	0.441	0.558	0.791	0.517	0.911475797064251	0.0557420418318328	0.475891544876258
meanDE	0.33	0.425	0.308	0.871	0.346	0.378	0.327	0.341	0.3564803120284	9.95122993250372e-07	0.517309128550024
EE	0.273	0.217	0.441	0.662	0.114	0.061	0.2	0.235	0.180213904877537	2.77120390928675e-08	0.0114629719477817
EE	0.816	0.989	0.864	0.997	0.967	0.842	0.971	0.965	0.631091743872837	0.865399227644565	0.920931915036068
EE	0.724	0.792	0.751	0.804	0.714	0.757	0.803	0.97	0.732082542355934	0.060929800327155	0.432611342239522
EE	0.879	0.905	0.643	0.199	0.677	0.621	0.515	0.245	0.351080082881704	0.00237997109227945	0.744946419472681
EE	0.433	0.583	0.487	0.619	0.469	0.636	0.582	0.695	0.508100035169101	0.139681037223921	0.773545522620634
EE	0.796	0.874	0.827	0.979	0.891	0.926	0.905	0.969	0.858643716186956	0.0006972868781276	0.243853401977005
EE	0.386	0.299	0.501	0.906	0.58	0.506	0.644	0.829	0.882142765139101	0.000282852555846608	0.144763844035136
EE	0.174	0.2	0.189	0.188	0.153	0.241	0.152	0.551	0.173727158700579	3.51408577873504e-07	0.0520778168351114
varDE	0.749	0.559	0.524	0.18	0.522	0.317	0.489	0.213	0.838004671127039	2.94886771174154e-09	0.0104646543046731
EE	0.777	0.671	0.715	0.578	0.422	0.378	0.234	0.393	0.193237380235464	0.00538876134540195	0.875279917948447
EE	0.852	0.853	0.89	0.919	0.789	0.788	0.901	0.961	0.873004062791012	0.00286523945873636	0.280430152128801
EE	0.673	0.614	0.771	0.884	0.449	0.416	0.645	0.733	0.712070276028722	0.0420921449857284	0.613399035679677
EE	0.411	0.356	0.352	0.461	0.677	0.713	0.65	0.94	0.753279137006233	9.41777293227811e-06	0.795808403296873
EE	0.17	0.183	0.156	0.1	0.149	0.211	0.15	0.038	0.065465343532925	1.00775485181461e-05	0.0986112132600436
EE	0.992	0.887	0.909	0.864	0.682	0.61	0.666	0.585	0.971207098740499	0.00515181148165864	0.395567065557469
EE	0.748	0.744	0.921	0.557	0.401	0.447	0.659	0.401	0.577844557954883	0.0257406210774057	0.395473870429393
EE	0.563	0.642	0.76	0.689	0.42	0.607	0.502	0.428	0.725126620064278	3.66552203352942e-05	0.0346766902382748
EE	0.345	0.338	0.317	0.449	0.413	0.42	0.239	0.426	0.255533340291547	1.76405063161423e-18	0.0973492441945256
EE	0.296	0.28	0.367	0.485	0.179	0.12	0.218	0.69	0.0835985606229885	2.46536118232974e-05	0.0116843371700583
EE	0.8	0.932	0.884	0.175	0.728	0.988	0.899	0.388	0.427298275653887	0.00240081690677256	1
EE	0.792	0.729	0.312	0.223	0.4	0.522	0.246	0.164	0.617256536904587	0.024371663899821	0.228631194385885
EE	0.633	0.587	0.883	0.848	0.263	0.233	0.436	0.701	0.350470993961353	0.0755791585779825	0.920823440759973
EE	0.313	0.383	0.159	0.795	0.111	0.127	0.033	0.927	0.0167934399395144	5.45103686334491e-07	0.0109562617921424
EE	0.474	0.668	0.543	0.595	0.786	0.821	0.848	0.591	0.653776641943934	1.12196704118969e-05	0.00811025611252263
EE	0.833	0.644	0.847	0.996	0.738	0.607	0.609	0.972	0.555660865053348	0.00499531020345873	0.448956320993123
EE	0.566	0.574	0.627	0.493	0.705	0.639	0.749	0.782	0.513699469122148	5.56213615225579e-09	0.265802773426851
meanDE	0.485	0.435	0.565	0.423	0.469	0.399	0.443	0.327	0.687093436229583	0.56173668922431	0.66692249303972
EE	0.69	0.66	0.649	0.645	0.29	0.42	0.402	0.7	0.722818682521263	0.0614247665272752	0.118588402903316
varDE	0.212	0.182	0.151	0.612	0.125	0.128	0.074	0.565	0.0150817511239708	6.5887855144252e-14	0.158571817565813
EE	0.875	0.895	0.856	0.868	0.411	0.428	0.458	0.811	0.659631679439353	0.473578207814031	0.910587271988652
EE	0.977	0.934	0.819	0.923	0.612	0.665	0.661	0.89	0.857340660012667	0.181333546295783	0.47850524971021
varDE	0.352	0.347	0.219	0.43	0.257	0.281	0.089	0.169	0.185822355023962	6.11263812770084e-11	0.0192452640363705
meanDE	0.038	0.041	0.109	0.362	0.046	0.058	0.123	0.418	0.127571575438455	2.26213289314919e-12	0.0199741651596381
EE	0.984	0.922	0.929	0.545	0.98	0.847	0.963	0.641	0.773626828033209	0.0562097775019861	0.067357338089873
EE	0.484	0.54	0.603	0.136	0.66	0.98	0.664	0.248	0.473360015803983	0.0156312937654291	0.726508325865027
EE	0.418	0.379	0.744	0.871	0.316	0.308	0.871	0.752	0.913843785134016	0.0715097820707116	0.151158357874824
EE	0.158	0.231	0.152	0.646	0.237	0.361	0.2	0.222	0.387852702344043	0.0021319900403908	0.218141867386533
EE	0.807	0.698	0.832	0.442	0.89	0.772	0.86	0.611	0.869809419061408	0.885940834436216	0.998575573989876
EE	0.891	0.779	0.959	0.741	0.444	0.375	0.444	0.369	0.3121741416719	2.81846480035655e-21	0.32350518619509
EE	0.114	0.241	0.246	0.07	0.1	0.186	0.205	0.206	0.137177486200934	0.000642404580994607	0.964003427139692
varDE	0.354	0.473	0.17	0.302	0.254	0.436	0.127	0.142	0.050653179287065	5.21757258987645e-07	0.0428683680633167
EE	0.069	0.119	0.14	0.203	0.037	0.053	0.076	0.278	0.251785759861712	0.00103097982287414	0.0340140201577475
EE	0.265	0.326	0.288	0.32	0.135	0.15	0.135	0.18	0.0606706764019276	1.74437242825993e-23	0.074160803351205
EE	0.532	0.664	0.61	0.623	0.897	0.857	0.972	0.368	0.61872725151696	0.00151678110441676	0.042445503051219
varDE	0.383	0.4	0.544	0.085	0.217	0.334	0.421	0.008	0.807656051305893	5.10860272940846e-08	0.000320092401140008
EE	0.576	0.506	0.777	0.474	0.264	0.322	0.399	0.321	0.572644482111093	2.38586547053393e-06	0.0997119400510625
meanDE	0.51	0.21	0.341	0.066	0.885	0.442	0.643	0.048	0.598881285443605	0.0936790084097607	0.662167737844254
EE	0.918	0.883	0.888	0.217	0.788	0.833	0.964	0.485	0.867661698579651	0.462997907098638	0.540318084210446
EE	0.849	0.789	0.845	0.902	0.725	0.731	0.709	0.771	0.9495866134679	0.666100236022258	0.956647615998393
EE	0.644	0.734	0.697	0.742	0.964	0.961	0.702	0.884	0.881522521721263	0.0433011937840402	0.217728480136104
EE	0.548	0.471	0.73	0.906	0.516	0.412	0.776	0.868	0.684467739148344	0.0250932452331058	0.0331997107928412
EE	0.203	0.264	0.286	0.998	0.237	0.252	0.261	0.981	0.275128756736222	0.0182162442774846	0.347272136282443
varDE	0.351	0.238	0.352	0.53	0.17	0.09	0.182	0.17	0.0968612717525642	2.23890288768393e-14	0.132325624709829
EE	0.188	0.242	0.408	0.887	0.127	0.155	0.573	0.859	0.641756044276678	0.0851732397392689	0.419992515840145
meanDE	0.751	0.7	0.824	0.27	0.538	0.585	0.539	0.2	0.896516853079289	0.273323759053321	0.392939657618203
EE	0.8	0.779	0.964	0.987	0.838	0.96	0.964	0.834	0.62366546231423	0.837213040165949	0.801439895307278
varDE	0.604	0.458	0.666	0.619	0.366	0.321	0.378	0.472	0.409452593223117	5.87926484007846e-08	0.610153518663685
varDE	0.822	0.672	0.983	0.849	0.607	0.765	0.831	0.952	0.972896714624292	2.38500613631195e-06	0.101764241873869
EE	0.762	0.621	0.677	0.546	0.452	0.351	0.227	0.215	0.874235939307976	0.0634421424628491	0.238778366535916
EE	0.302	0.45	0.358	0.801	0.472	0.668	0.481	0.861	0.233772417782275	6.79797082116001e-06	0.0175806154234921
EE	0.496	0.422	0.523	0.471	0.268	0.321	0.307	0.382	0.365145820405772	0.00018248437608564	0.108234460594428
EE	0.666	0.576	0.636	0.393	0.923	0.707	0.836	0.355	0.600879351436564	8.62119783489091e-06	0.269606958635088
EE	0.12	0.138	0.177	0.799	0.21	0.172	0.31	0.874	0.405783464910574	6.9386997973782e-12	0.195616620328106
EE	0.258	0.265	0.321	0.827	0.338	0.492	0.489	0.983	0.264154588674813	5.52694263895691e-07	0.0159523815415325
EE	0.515	0.547	0.531	0.428	0.333	0.355	0.53	0.674	0.377693965910406	0.0105475422405375	0.232996969776304
EE	0.429	0.359	0.343	0.246	0.402	0.378	0.316	0.339	0.62785199964314	0.133097458025652	0.101027682561892
EE	0.012	0.015	0.005	0.053	0.021	0.008	0.021	0.096	0.0090548113105804	5.05279416912973e-09	0.0148900308298081
EE	0.941	0.659	0.999	0.897	0.482	0.328	0.628	0.741	0.570276379494217	0.00374667729410884	0.444730195412678
EE	0.634	0.552	0.593	0.867	0.345	0.308	0.351	0.574	0.758615289182303	0.957378965540597	0.766355257278714
EE	0.566	0.415	0.381	0.085	0.934	0.792	0.781	0.343	0.430004639924775	0.00481706596886528	0.443933099723006
EE	0.105	0.113	0.118	0.08	0.265	0.258	0.172	0.099	0.474593466406167	7.42758530094412e-07	0.164754871945393
EE	0.59	0.631	0.556	0.755	0.565	0.507	0.33	0.914	0.249757965522861	9.66043279746731e-28	0.341098613943757
EE	0.852	0.891	0.93	0.78	0.93	0.802	0.822	0.527	0.639873852639203	0.02610830849183	0.35787329534482
varDE	0.446	0.607	0.764	0.612	0.594	0.561	0.698	0.405	0.972618239210428	0.000958350251163487	0.177511094012444
EE	0.979	0.946	0.867	0.787	0.866	0.878	0.514	0.413	0.472784215616211	0.152130964084119	0.438909189290629
meanDE	0.523	0.475	0.342	0.293	0.219	0.281	0.082	0.104	0.0533883473180887	1.54709469179866e-08	0.0111293760623718
EE	0.199	0.279	0.274	0.429	0.168	0.256	0.208	0.481	0.139074838287777	8.22109608200442e-05	0.169222469093403
EE	0.656	0.53	0.677	0.26	0.643	0.522	0.604	0.695	0.371412730828921	8.16168137394519e-10	0.315407232355471
EE	0.782	0.56	0.791	0.964	0.573	0.467	0.61	0.643	0.826778339830262	0.845108082809723	0.924814877459454
EE	0.86	0.769	0.877	0.708	0.917	0.849	0.897	0.285	0.933021627413263	0.176143467010454	0.566899244872595
varDE	0.882	0.644	0.954	0.967	0.692	0.495	0.88	0.826	0.956704221138014	0.0382023227943168	0.128960505088975
EE	NA	NA	0.284	0.658	NA	NA	0.15	0.736	0.0397308466084682	2.85613985222356e-41	0.102076508369889
varDE	0.681	0.874	0.742	0.382	0.581	0.707	0.588	0.479	0.324773926210083	6.71042762560575e-11	0.000133131915776486
EE	0.486	0.589	0.49	0.653	0.584	0.789	0.553	0.693	0.596112520003863	2.17073142621176e-06	0.320518345075682
varDE	0.808	0.623	0.642	0.596	0.784	0.502	0.632	0.487	0.914202721835125	0.00461767174880323	0.407999829705197
EE	0.38	0.397	0.436	0.433	0.523	0.648	0.653	0.848	0.529877434329931	0.0173206308004817	0.58468774699462
varDE	0.486	0.445	0.286	0.277	0.668	0.576	0.369	0.219	0.508613160662093	1.37028064229182e-07	0.593624277334961
meanDE	0.655	0.815	0.544	0.873	0.51	0.678	0.411	0.944	0.486562235317151	0.0969077772036118	0.643873905204024
EE	0.582	0.504	0.615	0.452	0.524	0.513	0.619	0.506	0.934447113361095	0.46569019947011	0.218245401560614
meanDE	0.115	0.227	0.356	0.871	0.173	0.282	0.482	0.978	0.437024026734285	0.00737413056309004	0.390408157837875
EE	0.595	0.558	0.764	0.384	0.299	0.274	0.373	0.285	0.897951597880541	0.0133812297056918	0.0339753395764304
EE	0.956	0.82	0.998	0.985	0.79	0.608	0.945	0.816	0.888808738389102	0.0237442577356732	0.451827962998817
EE	0.44	0.434	0.355	0.805	0.658	0.649	0.337	0.951	0.306409294393795	0.0116337079576463	0.435373775825552
EE	0.625	0.572	0.646	0.331	0.644	0.658	0.655	0.433	0.530858333350663	0.000132486252393696	0.0514080412892208
EE	0.268	0.189	0.278	0.287	0.613	0.566	0.828	0.897	0.536023994785356	0.3116061167819	0.87367856506769
EE	0.937	0.676	0.998	0.843	0.721	0.574	0.791	0.938	0.764653417737725	0.0462586315579057	0.344770177706588
EE	0.9	0.838	0.831	0.909	0.559	0.527	0.646	0.76	0.577085658767445	0.443989805400579	0.864160240039752
EE	0.701	0.511	0.7	0.466	0.66	0.457	0.793	0.514	0.90899102015018	0.747341032112615	0.840759313866961
EE	0.412	0.4	0.588	0.47	0.273	0.297	0.415	0.381	0.230828593648222	0.000117987388746983	0.110003579228583
EE	0.46	0.403	0.443	0.423	0.444	0.471	0.468	0.543	0.348387172734273	0.00152613203802071	0.547061903560482
EE	0.984	0.849	0.994	0.668	0.967	0.817	0.982	0.451	0.589748320102631	0.639205773867205	0.943868415951259
EE	0.393	0.412	0.378	0.351	0.795	0.729	0.727	0.695	0.818594434460542	0.00877278377319804	0.0894869825225127
EE	0.204	0.221	0.338	0.573	0.185	0.192	0.329	0.425	0.545165758262325	6.66427663540368e-06	0.267375622730649
varDE	0.754	0.604	0.821	0.947	0.621	0.466	0.638	0.805	0.757638440084606	0.048466071069049	0.292149004090548
EE	0.177	0.181	0.244	0.486	0.419	0.471	0.63	0.955	0.603818794834442	2.34863281695531e-10	0.07318384461957
EE	0.665	0.631	0.879	0.736	0.775	0.87	0.784	0.97	0.644506577118653	0.399441957966814	0.609573956426936
varDE	0.463	0.513	0.528	0.679	0.658	0.647	0.57	0.801	0.483303294177143	4.13640592694609e-06	0.71086990568491
EE	0.255	0.286	0.391	0.177	0.28	0.266	0.777	0.213	0.461768322619227	0.00143303569900599	0.080858815587069
EE	0.773	0.951	0.913	0.988	0.927	0.914	0.895	0.967	0.831948786895511	0.012350631657856	0.194057959064654
meanDE	0.006	0.02	0.009	0.019	0.008	0.008	0.008	0.008	0.00727859806757027	1.73033897914606e-05	0.450064022721818
meanDE	0.285	0.338	0.283	0.14	0.447	0.602	0.593	0.306	0.628435775600442	1.6400951800992e-07	0.417026897914816
EE	0.716	0.599	0.79	0.715	0.912	0.868	0.896	0.736	0.770259284956912	0.479521074633392	0.998931761730663
EE	0.343	0.174	0.362	0.303	0.378	0.265	0.437	0.67	0.184182001197953	0.0153257018197743	0.228736018453279
meanDE	0.964	0.905	0.863	0.827	0.854	0.731	0.581	0.616	0.723499929750097	1.07097187846039e-06	0.449219715338804
EE	0.773	0.964	0.665	0.787	1	0.943	0.829	0.765	0.281538315598552	0.0343081771774904	0.936316192937457
varDE	0.398	0.335	0.562	0.331	0.377	0.319	0.445	0.595	0.210858389062667	3.6473573997396e-08	0.000342714727621479
meanDE	0.497	0.593	0.138	0.292	0.434	0.584	0.275	0.487	0.506718009339515	0.000999301436167887	0.0289180249100878
EE	0.464	0.257	0.671	0.95	0.313	0.089	0.452	0.832	0.947751938661091	0.210650240806478	0.66672109876298
EE	0.488	0.702	0.456	0.683	0.57	0.619	0.503	0.642	0.193088248818316	0.0670692023085985	0.483068178301436
EE	0.795	0.882	0.73	0.462	0.527	0.685	0.456	0.452	0.698688062513179	0.587769637857305	0.931127404206569
EE	0.604	0.506	0.835	0.7	0.576	0.511	0.747	0.806	0.782253765635353	0.00833162669357192	0.497943475203962
EE	0.348	0.422	0.364	0.422	0.266	0.387	0.281	0.29	0.210481496931214	0.000177844513732552	0.468566618362147
EE	0.351	0.223	0.179	0.109	0.691	0.447	0.243	0.207	0.189814986666877	1.17854243746382e-06	0.177378861291257
EE	0.347	0.457	0.56	0.55	0.685	0.937	0.96	0.965	0.765785369616003	0.0420017573544978	0.165736908271328
EE	0.314	0.223	0.403	0.478	0.48	0.358	0.505	0.663	0.322520240878843	0.0228401513390905	0.624698183323716
varDE	0.282	0.303	0.291	0.714	0.493	0.46	0.353	0.807	0.904653052765484	3.74302670467663e-07	6.70362472922951e-05
EE	0.303	0.234	0.35	0.56	0.573	0.396	0.511	0.534	0.175449544239876	3.38358987433694e-13	0.472736106874216
EE	0.094	0.156	0.098	0.404	0.062	0.118	0.084	0.414	0.014441073444152	2.16985604380451e-47	0.000228931525644384
EE	0.924	0.971	0.774	0.81	0.95	0.944	0.901	0.831	0.825478407301081	0.0765873181526901	0.415501001877246
EE	0.682	0.511	0.386	0.153	0.884	0.787	0.604	0.362	0.661731549480515	0.00882502675998106	0.38377258307682
EE	0.859	0.661	0.957	0.59	0.901	0.626	0.977	0.675	0.952897387337362	0.865221334985718	0.670623316024809
EE	0.664	0.654	0.621	0.699	0.222	0.242	0.208	0.302	0.284589620375701	0.00215413927084555	0.417146892719262
EE	0.593	0.636	0.872	0.991	0.548	0.653	0.594	0.95	0.793018795005663	0.847513683715958	0.56302043121007
EE	0.234	0.124	0.083	0.1	0.306	0.186	0.038	0.046	0.00727512750529123	3.05228813643272e-14	0.0174241449939877
EE	0.88	0.601	0.808	0.476	0.988	0.726	0.911	0.675	0.985199251775158	0.114294464366822	0.443285127258383
EE	0.827	0.794	0.634	0.705	0.985	0.988	0.823	0.888	0.930581864464014	0.000415185583515092	0.805631053581358
meanDE	0.826	0.619	0.872	0.793	0.725	0.49	0.714	0.617	0.590754743814222	6.30530095218209e-05	0.407552025812438
EE	0.004	0.008	0.002	0.111	0.008	0.008	0.008	0.34	0.000236336050404462	3.9385511988129e-34	1.56753835606874e-05
EE	0.073	0.062	0.071	0.369	0.02	0.13	0.063	0.249	0.115880630647504	2.52497793876797e-57	0.00253665303003404
EE	0.973	0.998	0.861	0.222	0.9	0.996	0.977	0.231	0.975404517724151	0.137605868943392	0.286683264183355
EE	0.06	0.076	0.087	0.084	0.045	0.079	0.079	0.079	0.0816352626126997	1.0423974641905e-67	0.00438726836688094
meanDE	0.987	0.76	0.984	0.566	0.751	0.523	0.965	0.956	0.953496834857057	0.0790551825316235	0.0465036806567774
EE	0.597	0.851	0.966	0.055	0.543	0.838	0.905	0.194	0.859645366372653	0.619626765198745	0.756933088356063
meanDE	0.051	0.124	0.05	0.26	0.008	0.019	0.008	0.468	0.0826510796686547	4.39379403532966e-12	0.0073615918118386
meanDE	0.276	0.285	0.274	0.304	0.266	0.391	0.342	0.433	0.48110564108389	0.0336767848337503	0.915759186138165
varDE	0.908	0.923	0.629	0.372	0.742	0.827	0.715	0.347	0.931244418073507	0.349994392195624	0.596665988870501
EE	0.828	0.781	0.988	0.997	0.483	0.436	0.831	0.983	0.633090455695104	0.163694749505077	0.224420780285267
EE	0.363	0.45	0.599	0.411	0.317	0.369	0.464	0.193	0.656659876401451	1.75258429265452e-06	0.055442102890944
EE	0.343	0.262	0.804	0.471	0.297	0.129	0.349	0.161	0.276876466427755	1.23341406323154e-07	0.00826956495010607
EE	0.441	0.331	0.35	0.188	0.987	0.911	0.743	0.517	0.539382460886209	0.0106960679216126	0.75288081091319
EE	0.858	0.709	0.969	0.654	0.562	0.522	0.644	0.744	0.629931939843012	1.33881167276572e-08	0.413671677346148
varDE	0.879	0.692	0.915	0.067	0.802	0.666	0.97	0.033	0.559931131700873	1.1030305481996e-06	0.0109376917888796
EE	0.596	0.406	0.819	0.916	0.401	0.358	0.705	0.85	0.576111791326375	0.243410480809867	0.407338541249268
EE	0.713	0.662	0.74	0.862	0.782	0.732	0.829	0.852	0.819028642588848	0.00145421264697225	0.671917791844251
EE	0.786	0.889	0.838	0.902	0.811	0.831	0.772	0.769	0.959470959112954	0.00923945927317505	0.047737445424004
EE	0.484	0.487	0.705	0.865	0.7	0.667	0.879	0.886	0.564630347034784	0.299342368773804	0.738486585532911
EE	0.652	0.652	0.924	0.598	0.695	0.686	0.798	0.985	0.730959368814229	0.0671597623912175	0.26823809443483
varDE	0.806	0.733	0.736	0.4	0.767	0.76	0.755	0.452	0.848311930671919	0.314810246359637	0.364300358134218
varDE	0.382	0.384	0.605	0.61	0.373	0.227	0.35	0.823	0.976869690980439	3.23202279683507e-09	2.89362178600769e-05
EE	0.632	0.769	0.635	0.944	0.914	0.902	0.961	0.815	0.875844400084167	0.301767290234124	0.769044456940504
varDE	0.575	0.67	0.456	0.589	0.68	0.734	0.487	0.618	0.628256825776452	6.53826581853706e-06	0.53356162515375
EE	0.904	0.853	0.851	0.825	0.787	0.793	0.767	0.786	0.774306138297816	6.28463306194691e-07	0.217417823336435
EE	0.29	0.254	0.348	0.478	0.878	0.877	0.795	0.783	0.450403485079737	0.0859330633343502	0.583170015959288
EE	0.605	0.644	0.815	0.456	0.87	0.837	0.984	0.827	0.867517135538664	0.774687505988241	0.997468776222643
varDE	0.796	0.378	0.697	0.287	0.512	0.181	0.345	0.377	0.92584006475059	0.036363925881833	0.383973070185701
EE	0.082	0.111	0.084	0.181	0.068	0.159	0.101	0.149	0.0736826074194118	2.24971422613878e-10	0.0109629438542196
EE	0.586	0.691	0.551	0.544	0.447	0.599	0.41	0.901	0.37008100091075	0.134323974821106	0.5472859103476
EE	0.446	0.453	0.462	0.631	0.239	0.226	0.191	0.389	0.264934922224918	1.47203999436068e-06	0.495269829950467
EE	0.628	0.88	0.574	0.315	0.843	0.987	0.493	0.296	0.653734161283729	0.0446502173076166	0.285790233208144
EE	0.8	0.827	0.923	0.87	0.854	0.867	0.906	0.781	0.864092872870487	0.2923545337369	0.575819807080435
EE	0.081	0.106	0.052	0.532	0.264	0.32	0.301	0.768	0.342401627195297	6.73823112010091e-05	0.00481160276260375
EE	0.724	0.638	0.857	0.924	0.474	0.382	0.639	0.765	0.478503676511948	0.493779443081784	0.923831233760852
EE	0.248	0.382	0.199	0.515	0.436	0.68	0.388	0.321	0.217281513000888	1.32900347264635e-07	0.00749516224684625
EE	0.567	0.589	0.529	0.319	0.464	0.465	0.386	0.21	0.431161450351754	9.31393236988318e-05	0.00801440087317914
EE	0.33	0.382	0.322	0.208	0.427	0.436	0.312	0.179	0.391313186753088	0.0010026595120981	0.383433954171434
EE	0.732	0.657	0.858	0.97	0.353	0.357	0.287	0.519	0.602623807980477	0.0173445808370097	0.0169059035175643
EE	0.549	0.528	0.273	0.125	0.654	0.657	0.415	0.131	0.347661876771336	3.75904346300325e-07	0.188605995319092
EE	0.301	0.243	0.389	0.7	0.841	0.796	0.742	0.942	0.899899786840868	0.158760902660295	0.581101660725711
EE	0.612	0.52	0.548	0.777	0.689	0.56	0.654	0.551	0.613253368857577	0.457297241394581	0.559275324130303
EE	0.545	0.545	0.56	0.86	0.326	0.424	0.368	0.933	0.111467608430265	5.92152695873454e-09	0.329758150849007
EE	0.255	0.347	0.182	0.219	0.402	0.633	0.272	0.268	0.159610386592802	0.00185846522415312	0.713748102985268
EE	0.357	0.352	0.293	0.72	0.337	0.342	0.284	0.765	0.175924900547613	2.19703065090831e-09	0.342507792682661
EE	0.342	0.368	0.28	0.483	0.511	0.647	0.413	0.567	0.954862090733967	0.13026749769269	0.637813108272356
EE	0.928	0.716	0.854	0.582	0.887	0.614	0.937	0.425	0.806887742517944	0.231465463589151	0.33041728762133
EE	0.913	0.852	0.966	0.806	0.83	0.914	0.859	0.812	0.882563012311196	0.0470871612321222	0.5126694428728
varDE	0.833	0.352	0.53	0.349	0.994	0.917	0.984	0.924	0.662242603408763	4.17944180919761e-24	0.320595464683974
EE	0.083	0.207	0.133	0.216	0.132	0.382	0.349	0.424	0.178318525730805	1.30838923329899e-08	0.0034541610518454
EE	0.585	0.657	0.602	0.609	0.559	0.822	0.613	0.725	0.637098742365051	0.795001473737261	0.792907425252869
EE	0.864	0.615	0.972	0.959	0.604	0.439	0.855	0.916	0.781545027076917	0.0275144079506785	0.564980264724798
meanDE	0.569	0.44	0.613	0.96	0.836	0.679	0.893	0.83	0.779021644776387	0.0179768230001394	0.663224574764051
meanDE	0.132	0.089	0.211	0.618	0.141	0.104	0.215	0.586	0.139245982151804	0.028628159619533	0.10397754392272
EE	0.412	0.562	0.504	0.795	0.662	0.704	0.688	0.376	0.396303674646148	0.0136031932084378	0.84992440909147
EE	0.033	0.123	0.032	0.102	0.008	0.08	0.008	0.059	0.0276769166159713	1.55953577765852e-28	1
EE	0.167	0.23	0.152	0.529	0.059	0.083	0.05	0.164	0.019660732402173	6.52683770326591e-09	0.00110866504504731
EE	0.278	0.34	0.277	0.066	0.496	0.455	0.4	0.088	0.0402137476651929	1.46332055926474e-34	0.274722441734496
EE	0.702	0.744	0.702	0.748	0.424	0.482	0.543	0.741	0.507588083174519	0.000710228180801686	0.308119527103062
EE	0.941	0.744	0.851	0.799	1	0.803	0.648	0.981	0.656443727771305	0.028042911016543	0.978133651041608
EE	0.031	0.023	0.056	0.504	0.185	0.135	0.303	0.613	0.259761423375945	2.37203529211069e-16	0.0163698912983656
