geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.808	0.814	0.814	0.735	0.795	0.783	0.815	0.672	0.880437917620568	0.337379090915458	0.8563204611799	0.640552957517472
EE	0.259	0.231	0.253	0.25	0.218	0.214	0.212	0.243	0.191401642222512	0.0138680472529983	0.25629416805421	0.00306051985332021
EE	0.445	0.508	0.646	0.764	0.475	0.534	0.684	0.718	0.704434733343896	0.62351628901856	0.973907404001322	0.366380135245821
EE	0.839	0.85	0.709	0.972	0.816	0.863	0.705	0.936	0.676871856242946	0.805039848681157	0.853262948332065	0.752246476047831
EE	0.856	0.781	0.888	0.6	0.879	0.784	0.905	0.537	0.84511592492857	0.00386526673554702	0.755630945024119	0.433288338912765
EE	0.598	0.27	0.366	0.141	0.599	0.275	0.386	0.138	0.966845270549098	5.08137566511494e-07	0.519903014284822	2.15246615407065e-07
EE	0.37	0.662	0.507	0.503	0.363	0.703	0.493	0.501	0.803112554751143	0.732510382996904	0.734783910615982	0.990550262932939
EE	0.439	0.353	0.437	0.837	0.403	0.342	0.427	0.834	0.577779349578318	0.200119747917575	0.316920771284953	0.287021912151351
meanDE	0.252	0.242	0.214	0.457	0.299	0.265	0.219	0.461	0.111693372978747	0.000382202601134721	0.659912558751609	0.000141433491467686
varDE	0.019	0.003	0.053	0.335	0.018	0.003	0.052	0.318	0.392254235391332	2.85495951566977e-06	0.000345642897142593	0.000509837630333478
EE	0.863	0.711	0.786	0.679	0.826	0.682	0.758	0.67	0.72777244238555	0.847008832106139	0.892879622663385	0.65011706102401
meanDE	0.003	0.001	0.001	0.023	0.001	0.001	0.001	0.032	1.96707414660073e-07	1.12171248213688e-10	3.28902908702842e-09	4.43876414332364e-11
meanDE	0.516	0.263	0.371	0.117	0.491	0.248	0.324	0.09	0.285311932524026	1.07705395511635e-07	0.297809086434558	5.59741920490438e-07
EE	0.946	0.755	0.91	0.611	0.935	0.778	0.914	0.585	0.734946449857527	0.836367137273532	0.992306168556487	0.660364054256398
EE	0.921	0.622	0.607	0.225	0.923	0.63	0.612	0.237	0.410216753240281	0.413576264613478	0.727226456656999	0.39019256752558
EE	0.557	0.392	0.207	0.216	0.49	0.308	0.141	0.146	0.264263120112699	0.0203812716725284	0.128689530295879	0.00264441371035603
EE	0.036	0.031	0.041	0.033	0.063	0.041	0.061	0.045	0.0670458707713422	7.12456587452754e-25	0.0288904495716746	8.61808094078539e-24
EE	0.469	0.491	0.634	0.684	0.468	0.508	0.637	0.716	0.474261067187631	0.433413300259734	0.534403595118961	0.381143688641187
meanDE	0.161	0.155	0.157	0.599	0.183	0.18	0.179	0.579	0.492486677390631	0.305250100718704	0.684714413490177	0.168846548467164
EE	0.355	0.398	0.358	0.542	0.374	0.402	0.357	0.526	0.231188664384429	1.82355772382856e-06	0.297999667606262	3.0908643047996e-06
varDE	0.117	0.22	0.106	0.046	0.156	0.241	0.112	0.063	0.0464042846288477	3.11311979333111e-10	0.64624672422518	1.04094050464265e-11
varDE	0.062	0.023	0.018	0.319	0.083	0.022	0.033	0.31	0.582771852712211	4.77543004275072e-11	2.5675260903018e-07	0.00862931783283713
meanDE	0.544	0.551	0.987	0.901	0.539	0.516	0.982	0.857	0.379558201782058	9.44509598393135e-19	0.818176322288002	0.119544330925
EE	0.479	0.483	0.474	0.865	0.451	0.474	0.455	0.894	0.837629523134788	0.668518762191273	0.884277332519006	0.159698599310547
EE	0.991	0.868	0.771	0.081	0.994	0.902	0.756	0.095	0.458607138019671	0.413462000218032	0.832909210102246	0.218356575621173
EE	0.997	0.617	0.88	0.618	0.996	0.592	0.838	0.608	0.494248925598073	0.380265361922566	0.908819379168314	0.30447217529636
EE	0.372	0.296	0.403	0.251	0.414	0.345	0.473	0.316	0.706060698653426	0.610507904340548	0.500658355301455	0.88213088779156
varDE	0.429	0.102	0.469	0.371	0.398	0.076	0.425	0.364	0.592423551041219	3.90633493266054e-05	0.0166997698494705	0.00958083042560491
EE	0.373	0.305	0.512	0.852	0.418	0.337	0.521	0.857	0.924972529857479	0.975654317131338	0.986623756781939	0.789831501651029
EE	0.168	0.273	0.273	0.81	0.17	0.263	0.225	0.793	0.0499920788897895	4.51598985676971e-27	0.167695154372832	8.04489552402953e-15
EE	0.19	0.255	0.253	0.284	0.151	0.237	0.223	0.233	0.24778011454564	0.000900590428288147	0.334593727888102	0.00399461366895772
varDE	0.551	0.237	0.323	0.333	0.516	0.209	0.245	0.271	0.71814374649285	9.41405273235894e-11	0.152133674749869	1.01418692579318e-06
EE	0.637	0.478	0.736	0.937	0.601	0.462	0.691	0.934	0.263335576126018	0.00512505278569865	0.24851398419894	0.000626510766214443
EE	0.32	0.369	0.153	0.349	0.271	0.32	0.138	0.307	0.273103966282332	0.0162096217504832	0.359784943050974	0.00507571473456963
EE	0.36	0.499	0.289	0.203	0.35	0.473	0.29	0.205	0.103130868892429	2.33845413645207e-05	0.311575763320325	1.21043512824298e-05
varDE	0.565	0.496	0.769	0.356	0.56	0.522	0.773	0.326	0.752015855659779	0.000578285223511447	0.0277518117183782	0.27052161268072
EE	0.401	0.362	0.381	0.798	0.363	0.332	0.313	0.774	0.198039592831369	0.0324275350918125	0.840723926136139	0.00966099878433037
EE	0.58	0.597	0.377	0.307	0.544	0.56	0.354	0.305	0.889702961568208	0.937725777743882	0.835651446943827	0.579290162402839
varDE	0.02	0.065	0.04	0.02	0.021	0.07	0.048	0.009	0.15011878224697	5.26643071769109e-08	6.28025790838666e-05	0.443032115318721
EE	0.61	0.298	0.657	0.409	0.595	0.284	0.668	0.384	0.991217047209446	0.913981319319374	0.924143763791679	0.962333975801068
EE	0.048	0.026	0.087	0.042	0.06	0.046	0.093	0.054	0.309285148737361	0.126714641796337	0.230468983637171	0.308605743156896
meanDE	0.623	0.51	0.736	0.527	0.605	0.473	0.764	0.553	0.798644729220569	0.70932009155901	0.640463924178987	0.590606756177217
meanDE	0.474	0.412	0.66	0.628	0.464	0.409	0.658	0.592	0.482405088502367	0.02434444433963	0.744503207890694	0.0675064156015657
EE	0.693	0.456	0.503	0.605	0.712	0.513	0.517	0.605	0.731845152139987	0.499650970316947	0.444798590375258	0.257203653419468
EE	0.555	0.574	0.595	0.63	0.592	0.576	0.612	0.629	0.543436672055668	0.331368794357096	0.988544978243667	0.289160565496771
EE	0.587	0.731	0.301	0.291	0.54	0.688	0.282	0.309	0.84364767937944	0.743813323881966	0.472461133249716	0.455772963946531
EE	0.189	0.259	0.24	0.396	0.208	0.271	0.273	0.396	0.0820908536442548	0.000180068064323089	0.123932026944704	0.00139645391099834
meanDE	0.045	0.036	0.043	0.907	0.055	0.044	0.05	0.922	0.0221489421753256	3.23853053665197e-06	0.101813327396342	2.85363798068085e-06
EE	0.286	0.275	0.364	0.209	0.293	0.295	0.377	0.221	0.0787762733737474	0.00167685722726884	0.250924990473544	0.000927486440944538
meanDE	0.251	0.267	0.314	0.661	0.23	0.219	0.309	0.638	0.232229333790874	0.0894673649216999	0.146247001464936	0.0534012741191429
meanDE	0.216	0.5	0.696	0.423	0.197	0.481	0.671	0.439	0.336342502596461	0.313486130249087	0.826579226923068	0.108619785741471
EE	0.072	0.05	0.066	0.067	0.067	0.05	0.077	0.078	0.117459136041097	5.43563853676462e-05	0.161771454916881	3.10430471732547e-05
meanDE	0.848	0.565	0.453	0.266	0.881	0.579	0.515	0.259	0.221256590686154	0.0025607546191872	0.126807317063035	0.0030992586645388
meanDE	0.037	0.016	0.067	0.051	0.036	0.033	0.065	0.067	0.0109333206156355	6.29705750868623e-22	0.0105479118620642	6.55401855305314e-16
EE	0.62	0.588	0.208	0.314	0.591	0.566	0.218	0.308	0.166838773961013	0.141303533069257	0.291349535811273	0.0350700803593733
EE	0.957	0.971	0.878	0.177	0.957	0.974	0.885	0.194	0.614536959168767	0.276520795656	0.184506303832144	0.377805953113155
varDE	0.378	0.514	0.477	0.613	0.364	0.517	0.465	0.619	0.142715946964642	3.73335638554682e-06	0.00895136716454274	0.00337611170678294
EE	0.299	0.382	0.329	0.224	0.268	0.39	0.325	0.247	0.0962849762988572	2.69686295268039e-06	0.147577937351544	1.31530601725031e-05
EE	0.404	0.608	0.97	0.174	0.365	0.541	0.971	0.127	0.770026586051661	0.230940505265888	0.323727808034168	0.719117527340951
EE	0.952	0.842	0.848	0.943	0.954	0.843	0.83	0.932	0.846608295006181	0.707547643766095	0.840656798404281	0.195946615053818
EE	0.342	0.213	0.134	0.362	0.279	0.219	0.091	0.355	0.393212511691137	0.0347964044620073	0.236922317047919	0.00216471728181973
EE	0.395	0.584	0.233	0.724	0.405	0.562	0.224	0.72	0.33237913583252	0.0740002511018715	0.294463414006107	0.0296464002741093
EE	0.104	0.071	0.266	0.767	0.107	0.066	0.241	0.748	0.221568844412899	0.0756945527602279	0.310733993151609	0.0277720336913181
EE	0.443	0.423	0.43	0.167	0.456	0.445	0.463	0.173	0.842227488758412	0.738383094732176	0.835396147537976	0.525166376351697
EE	0.102	0.084	0.2	0.168	0.077	0.052	0.161	0.116	0.286532893722554	0.00288182699199148	0.280755089212682	0.00123379278878797
varDE	0.028	0.02	0.017	0.021	0.036	0.026	0.026	0.029	0.12912246285895	1.38761327332364e-16	0.00943079840191129	6.63587236821747e-14
EE	0.067	0.05	0.117	0.481	0.094	0.085	0.118	0.466	0.560766498515455	0.231833781213554	0.535378096702923	0.104415134446323
EE	0.63	0.793	0.428	0.729	0.64	0.8	0.387	0.729	0.231165194150218	0.121637510120515	0.243433151381393	0.0939743266310603
meanDE	0.474	0.897	0.4	0.461	0.478	0.913	0.431	0.499	0.292864152027007	0.113669410363033	0.793331777530357	0.064912911396737
EE	0.368	0.528	0.589	0.848	0.37	0.51	0.579	0.845	0.773944771800825	0.479899033445319	0.521755929436394	0.320060391909692
EE	0.046	0.052	0.102	0.589	0.042	0.047	0.111	0.567	0.097451889398554	0.0333215921741266	0.183878637153965	0.0222670770304108
EE	0.194	0.119	0.228	0.203	0.161	0.103	0.218	0.203	0.0897425722133935	3.76796041849427e-08	0.152781029462954	1.51042270422185e-07
EE	0.899	0.965	0.974	0.996	0.902	0.973	0.988	0.997	0.138933848091815	1.46522199428097e-07	0.236263247990715	5.43957644270536e-08
EE	0.575	0.356	0.724	0.25	0.59	0.325	0.71	0.265	0.89126129500392	0.875069801182486	0.876403122406951	0.396135680329362
EE	0.288	0.16	0.284	0.14	0.272	0.129	0.263	0.156	0.398851845217171	0.0154065759667353	0.391888222899237	0.0127294002138412
meanDE	0.226	0.091	0.383	0.526	0.166	0.065	0.293	0.488	0.272973231127932	0.0202713817621669	0.387280826935716	0.00334536356198835
EE	0.72	0.63	0.828	0.317	0.744	0.654	0.861	0.307	0.921398432085792	0.029853652193384	0.689925794812705	0.478515720021119
EE	0.043	0.028	0.024	0.069	0.029	0.019	0.019	0.07	0.00588085538478587	2.16449974577448e-34	0.00558391791329531	5.40499981777954e-32
EE	0.371	0.422	0.344	0.282	0.306	0.325	0.247	0.301	0.760009975514188	0.271574127325069	0.177400676470506	0.625640220065149
EE	0.87	0.801	0.921	0.455	0.86	0.797	0.926	0.393	0.883135775264729	0.750024112299288	0.598082082657435	0.680128162193947
EE	0.111	0.214	0.068	0.085	0.122	0.237	0.07	0.088	0.0820671118967538	3.73646126076433e-07	0.131283306634602	6.6068860417124e-07
EE	0.047	0.044	0.048	0.124	0.043	0.045	0.052	0.145	0.315867047460561	0.221746785586872	0.225125661475891	0.105064503270321
EE	0.418	0.491	0.679	0.522	0.405	0.483	0.679	0.535	0.267731966810411	0.00592002098321767	0.708270064138061	0.000322567101095893
varDE	0.045	0.012	0.015	0.411	0.041	0.008	0.01	0.419	0.106379937042553	5.82932301580648e-09	0.00116280749352301	3.69000027609785e-06
meanDE	0.366	0.342	0.242	0.465	0.18	0.238	0.124	0.349	0.254853965240838	0.00650599175890739	0.586360820263372	0.0890201749149889
EE	0.511	0.289	0.446	0.495	0.489	0.298	0.44	0.498	0.299970029625149	0.00344173789359162	0.711454302590646	0.00186939351735809
EE	0.438	0.571	0.891	0.821	0.488	0.598	0.875	0.827	0.481955553569313	0.700821187290953	0.750211526536165	0.582918103903137
EE	0.005	0.004	0.003	0.004	0.003	0.004	0.008	0.005	0.0103582942467231	2.53205552460524e-08	0.0857510444588274	9.49613115700412e-08
EE	0.225	0.316	0.308	0.176	0.246	0.312	0.345	0.202	0.454030366897335	0.190207791477757	0.926804307209564	0.05364860090999
EE	0.65	0.512	0.307	0.23	0.638	0.512	0.304	0.262	0.31244629320283	0.0602675356211514	0.522470074834515	0.0555761201259823
EE	0.123	0.094	0.159	0.216	0.12	0.098	0.166	0.219	0.148110930935576	3.47768657966255e-05	0.0277640101481013	0.000432057934999923
EE	0.718	0.925	0.996	0.608	0.69	0.934	0.99	0.605	0.435080173827639	1.05119536277724e-06	0.499269903749407	0.412787724938086
varDE	0.184	0.182	0.361	0.135	0.178	0.207	0.368	0.148	0.0482504720918801	5.19722202273985e-15	0.00312840782695744	7.18925733752747e-06
EE	0.944	0.812	0.885	0.759	0.938	0.822	0.909	0.767	0.817365995844119	0.941581225405291	NA	0.819284523665382
meanDE	0.503	0.352	0.599	0.787	0.514	0.349	0.566	0.802	0.597263283479753	0.156040396827003	0.142907231041021	0.237413130638925
EE	0.616	0.591	0.458	0.727	0.623	0.607	0.446	0.724	0.386856649665056	0.213833122557213	0.391519806368963	0.241421572622007
EE	0.556	0.606	0.476	0.921	0.506	0.582	0.443	0.925	0.335633031125708	0.0578747419437952	0.623305974049944	0.0473535634599967
varDE	0.174	0.03	0.159	0.679	0.165	0.023	0.167	0.681	0.726029725700929	2.37045354221939e-08	0.000569316373261969	0.000528755085738154
EE	0.44	0.444	0.392	0.477	0.433	0.407	0.415	0.461	0.323737146422609	2.24578966579434e-05	0.305224155132869	1.71389232236524e-06
EE	0.684	0.716	0.661	0.168	0.708	0.703	0.646	0.22	0.310752414473155	0.0591634629769726	0.433661923053403	0.0626214220936712
EE	0.619	0.338	0.975	0.82	0.582	0.293	0.971	0.818	0.999715979494089	0.228368856035545	0.245834975973688	0.631488991110559
EE	0.445	0.595	0.366	0.379	0.409	0.59	0.322	0.373	0.323900761776367	0.00218738251569323	0.928255411477143	0.0040027187052801
EE	0.64	0.46	0.549	0.879	0.657	0.469	0.578	0.901	0.536482700898412	0.0946165695394308	0.872264835869106	0.0605013272017494
EE	0.809	0.825	0.634	0.514	0.798	0.816	0.626	0.522	0.8475827525504	0.911031919880527	0.948889253908631	0.770776005996535
varDE	0.02	0.002	0.046	0.007	0.014	0.001	0.039	0.003	0.110304657005447	1.0771512502323e-06	0.000164497219659839	0.856677839248327
EE	0.619	0.391	0.552	0.397	0.651	0.381	0.546	0.393	0.56382226191958	0.0669160786067717	0.696468498995518	0.0696957278722563
EE	0.925	0.928	0.563	0.356	0.94	0.91	0.549	0.301	0.892894027698192	0.815717919095284	0.869211516496969	0.985715407251825
EE	0.959	0.723	0.618	0.417	0.953	0.684	0.612	0.409	0.425249738197943	0.230381518663901	0.158138213725546	0.389829434679549
EE	0.425	0.227	0.553	0.475	0.426	0.245	0.542	0.46	0.46003690789531	0.0231100459831393	0.634007853172117	0.0442666859009405
EE	0.129	0.096	0.131	0.639	0.142	0.113	0.129	0.663	0.734762163627974	0.54700456207916	0.685254234654274	0.844471154875677
EE	0.325	0.601	0.416	0.13	0.256	0.557	0.397	0.136	0.349221463640686	0.463831286622366	0.525857494602273	0.261789727732813
EE	0.307	0.421	0.544	0.913	0.323	0.38	0.554	0.893	0.178250630653635	5.30500505995825e-05	0.214107025633143	2.14854456984516e-05
EE	0.044	0.045	0.113	0.124	0.051	0.052	0.127	0.119	0.745285590922122	0.946780207736037	0.946655166424151	0.878718015885771
EE	0.711	0.877	0.957	0.987	0.723	0.896	0.938	0.99	0.837483074640833	0.795398699366548	0.660705344312056	0.946164038313273
EE	0.6	0.675	0.723	0.916	0.533	0.623	0.67	0.902	0.411367745713193	0.525253083450325	0.919215251641709	0.34661965079768
EE	0.262	0.165	0.249	0.166	0.224	0.161	0.21	0.184	0.176565769776697	2.14458111879814e-08	0.108686321050738	1.3951939438539e-09
meanDE	0.27	0.455	0.283	0.93	0.287	0.442	0.331	0.914	0.230728309513905	1.21736596477426e-07	0.300391668768727	1.39790563139215e-05
varDE	0.552	0.392	0.54	0.157	0.539	0.362	0.555	0.165	0.694140077018627	0.0248784648146164	0.766376066044854	0.303763441141167
EE	0.605	0.552	0.557	0.403	0.594	0.519	0.548	0.414	0.0863705358251712	0.00030681817050403	0.16116122197846	0.00013493778356601
EE	0.211	0.228	0.288	0.018	0.189	0.212	0.253	0.017	0.197385456284904	0.000345772270847035	0.0774521033404871	0.00934362815127649
EE	0.166	0.251	0.163	0.168	0.149	0.223	0.141	0.181	0.0274518379128963	4.3157738305633e-07	0.0616747952485846	1.78575715162891e-06
varDE	0.112	0.105	0.089	0.555	0.107	0.095	0.1	0.554	0.0811958348319546	8.16927627487006e-14	0.351261936924173	1.51847516043214e-15
EE	0.887	0.67	0.828	0.749	0.834	0.634	0.781	0.712	0.776572419366325	0.315876849880173	0.344605263079367	0.271385404389531
EE	0.928	0.88	0.788	0.927	0.94	0.861	0.791	0.919	0.873659632997834	0.0530483550761398	0.440701606553856	0.637863599012817
EE	0.341	0.548	0.74	0.298	0.354	0.524	0.725	0.269	0.666778339357249	0.682921013733642	0.776855378149975	0.235363487644553
meanDE	0.056	0.032	0.04	0.049	0.057	0.029	0.038	0.041	0.0162857605312907	0.0010355551831564	0.0219173493264398	0.000338470223600251
EE	0.399	0.495	0.612	0.67	0.421	0.54	0.657	0.697	0.458997147938878	0.010447424737548	0.734241932690401	0.000524492341041725
EE	0.803	0.609	0.923	0.451	0.807	0.59	0.924	0.483	0.862196127580664	0.153558769945185	0.764923516334351	0.761589093883922
EE	0.642	0.978	0.654	0.568	0.624	0.954	0.637	0.532	0.335199677186917	0.0380938688395484	0.705558844439696	0.0489840038691391
meanDE	0.389	0.249	0.604	0.673	0.398	0.266	0.644	0.707	0.32561050068925	0.0436741209388987	0.399032629011883	0.0266137502796629
varDE	0.084	0.01	0.036	0.073	0.103	0.009	0.045	0.081	0.316245066352673	2.58282751948855e-07	0.0122636273872672	0.000999880734603432
varDE	0.155	0.014	0.18	0.952	0.079	0.003	0.084	0.94	0.0751474693515328	2.28468528999959e-09	7.7357784029164e-07	0.274207964645602
EE	0.063	0.101	0.057	0.346	0.099	0.122	0.088	0.403	0.0307505465222662	1.23974188205859e-06	0.314847626649832	1.4231822792924e-06
EE	0.79	0.856	0.459	0.814	0.807	0.866	0.502	0.815	0.202735144890449	0.0217068636803082	0.400874212011699	0.0121190726686841
EE	0.208	0.204	0.228	0.839	0.21	0.23	0.239	0.857	0.204792791070268	0.00435799020434851	0.261935303177756	0.0029130007258291
varDE	0.321	0.204	0.212	0.013	0.248	0.147	0.154	0.018	0.842948894336022	2.66649974405574e-07	0.00355934707919218	0.000323017889442427
EE	0.126	0.212	0.11	0.581	0.134	0.188	0.123	0.59	0.682180764705499	0.578750233531521	0.732791120194476	0.233735693801027
EE	0.004	0.003	0.005	0.007	0.002	0.001	0.006	0.008	0.0533623939853846	7.6049288159671e-09	0.0217759179536439	3.46980792681363e-10
varDE	0.026	0.007	0.016	0.105	0.018	0.008	0.024	0.1	0.192964640361121	8.50843045869458e-05	0.462540445530871	9.65022312918876e-05
EE	0.412	0.599	0.417	0.327	0.409	0.614	0.415	0.341	0.737595554621485	0.0257739908477811	0.638048787178792	0.898079865117218
EE	0.822	0.994	0.953	0.626	0.82	0.997	0.947	0.617	0.933087608619344	0.0755263062495241	0.548001084786678	0.839509286695058
meanDE	0.459	0.848	0.437	0.148	0.437	0.876	0.429	0.119	0.290270251072311	5.10532296455387e-05	0.534896100822138	0.00037879205314278
EE	0.774	0.789	0.684	0.78	0.809	0.766	0.662	0.761	0.437982162938443	0.00668634214801293	0.438590892009517	0.007832572294495
meanDE	0.8	0.455	0.852	0.59	0.796	0.447	0.858	0.597	0.392824174589537	0.159583334444015	0.223074945586817	0.471305723375955
EE	0.852	0.801	0.993	0.792	0.775	0.771	0.997	0.769	0.73862996609617	0.146258134300768	0.761435300729656	0.332850138890687
EE	0.087	0.053	0.115	0.139	0.04	0.036	0.084	0.148	0.296089810162866	0.220961042685759	0.614319981499572	0.311987890665408
EE	0.601	0.802	0.569	0.762	0.623	0.794	0.601	0.775	0.407387197243173	0.06851265919175	0.940473921900007	0.0635283858793662
EE	0.289	0.164	0.113	0.008	0.288	0.166	0.098	0.015	0.687279552348425	0.861172586029339	0.79010258334713	0.93895238646825
EE	0.756	0.661	0.58	0.181	0.764	0.644	0.571	0.222	0.732104718762317	0.0376804163919252	0.688289210102419	0.0164928991838599
EE	0.59	0.549	0.557	0.233	0.556	0.498	0.536	0.234	0.443768669151768	0.13327667560738	0.585307475052441	0.191244573291303
EE	0.506	0.894	0.316	0.238	0.527	0.872	0.324	0.251	0.599771383797368	0.256941752607364	0.958072788068078	0.135983453572343
EE	0.543	0.623	0.286	0.233	0.549	0.626	0.262	0.232	0.806432109424475	0.63488666768132	0.416129422833012	0.955774875310862
varDE	0.158	0.011	0.415	0.807	0.144	0.015	0.416	0.778	0.555801435540917	9.79475851590341e-07	4.76774368160656e-05	0.176418952370457
EE	0.61	0.869	0.454	0.642	0.629	0.867	0.463	0.657	0.30618487019786	0.33098146737198	0.727942198235046	0.259940589241763
varDE	0.159	0.097	0.274	0.807	0.181	0.103	0.269	0.774	0.892193011363412	2.83143200494756e-07	1.82992060219914e-05	0.009930088140253
EE	0.959	0.93	0.625	0.436	0.969	0.93	0.609	0.445	0.520481158860417	0.491970502136167	0.740299334579573	0.292772107840956
EE	0.135	0.191	0.113	0.315	0.133	0.156	0.102	0.305	0.0647319516600761	6.49340952985901e-06	0.265366100246442	6.75917113869e-06
EE	0.264	0.14	0.159	0.047	0.267	0.126	0.161	0.062	0.819104621134555	0.754898715372662	0.815979051947818	0.581194807260375
EE	0.708	0.592	0.486	0.269	0.7	0.574	0.48	0.263	0.618200643272474	0.55332995323804	0.924549138751372	0.318910578032211
EE	0.502	0.62	0.378	0.675	0.512	0.623	0.411	0.681	0.0953635702937387	0.0023793814902083	0.0241435081351064	0.00143603829151462
EE	0.397	0.244	0.359	0.781	0.335	0.18	0.284	0.768	0.484777330934373	0.38405844737706	0.626829143565693	0.340953247135215
EE	0.942	0.901	0.871	0.925	0.942	0.892	0.883	0.94	0.987482625272595	0.444856749179869	0.347802430286602	0.46935668324917
EE	0.2	0.169	0.282	0.263	0.225	0.177	0.272	0.301	0.0795050247702757	8.02969355104089e-08	0.0594165986448193	2.13688571147915e-08
EE	0.13	0.104	0.193	0.139	0.111	0.114	0.188	0.122	0.331287928094139	0.383313765274155	0.634744256969788	0.388911248317106
meanDE	0.03	0.117	0.022	0.046	0.034	0.114	0.028	0.048	0.00544008359768264	1.97681930250927e-10	0.00692486438100373	3.46888795397512e-11
EE	0.435	0.24	0.067	0.029	0.446	0.267	0.088	0.032	0.316736712944904	0.338130723446826	0.616313948168676	0.268182948129
EE	0.385	0.291	0.39	0.398	0.373	0.314	0.396	0.407	0.537464862168072	0.160247409323387	0.806468506100684	0.0525506938108361
EE	0.565	0.662	0.945	0.422	0.592	0.647	0.941	0.403	0.816072916020493	0.862427721936166	0.980800500598192	0.595836827173914
EE	0.417	0.294	0.342	0.268	0.42	0.295	0.381	0.279	0.576020829143297	0.133470364904567	0.555191987484237	0.0116755107631148
varDE	0.31	0.152	0.419	0.241	0.218	0.113	0.386	0.252	0.870860094966699	0.00150616300702245	0.0657904344969083	0.0100363407496034
EE	0.852	0.689	0.646	0.343	0.755	0.511	0.552	0.3	0.994599406568276	0.166494387234194	0.417061659076699	0.254802743700796
varDE	0.109	0.067	0.091	0.087	0.131	0.086	0.106	0.096	0.140741054570361	3.41906005211968e-09	0.0593312881175432	7.38538645371307e-09
EE	0.795	0.518	0.758	0.789	0.799	0.534	0.728	0.792	0.374486416580851	0.215419017520989	0.933794631470958	0.0657490129699791
EE	0.563	0.755	0.52	0.22	0.579	0.743	0.524	0.26	0.277691303640241	0.00436468975346254	0.231918584617954	0.00263253916596957
varDE	0.047	0.03	0.108	0.036	0.065	0.041	0.097	0.05	0.0730354938408599	8.03183561993544e-16	0.0346601024870955	9.34511420059198e-15
meanDE	0.032	0.021	0.053	0.064	0.042	0.033	0.071	0.082	0.0969989837231476	5.22092657521708e-06	0.0580940546094523	5.31930640453707e-07
EE	0.445	0.448	0.814	0.914	0.456	0.452	0.756	0.9	0.367107426253978	0.145661920955229	0.328318568161547	0.141080229200257
EE	0.557	0.64	0.829	0.395	0.568	0.684	0.836	0.395	0.750817364406832	0.451324762299404	0.64434786617313	0.323121297841765
EE	0.918	0.911	0.881	0.4	0.925	0.902	0.846	0.399	0.765043464590214	0.687952189968676	0.550086423329851	0.42465752580783
meanDE	0.723	0.512	0.84	0.935	0.676	0.468	0.814	0.94	0.795524344912159	0.0318733111846168	0.608807305143045	0.0852093278646693
EE	0.531	0.421	0.676	0.757	0.533	0.43	0.712	0.779	0.539861707790022	0.20095600908095	0.682447595662569	0.101395506305871
EE	0.677	0.58	0.697	0.598	0.676	0.544	0.685	0.584	0.547560537068319	0.0382226052438531	0.256130124334305	0.0127587437326434
meanDE	0.855	0.945	0.621	0.668	0.824	0.923	0.631	0.669	0.545776636063799	0.188703581469586	0.572279437018379	0.0403650386755581
varDE	0.033	0.005	0.011	0.253	0.013	0.003	0.01	0.252	0.0536777054073072	1.21023968379891e-14	0.157024295269852	1.94060059317726e-12
meanDE	0.114	0.136	0.105	0.204	0.135	0.156	0.118	0.209	0.087296287266047	0.0757319148996203	0.128588129926696	0.0307715492872464
EE	0.637	0.486	0.66	0.371	0.631	0.465	0.66	0.317	0.722794912876102	0.905709599986843	0.942235205307729	0.694641963446337
EE	0.96	0.78	0.552	0.457	0.935	0.744	0.54	0.456	0.445156216473314	0.121581153341466	0.644918625706897	0.264480596403863
EE	0.587	0.353	0.468	0.554	0.569	0.353	0.503	0.586	0.563495507319726	0.00259320143570972	0.0264642246085392	0.995132435265733
EE	0.686	0.96	0.159	0.667	0.632	0.949	0.114	0.653	0.119469579132921	0.0415211929074908	0.159401470775023	0.0321488515896949
EE	0.318	0.321	0.474	0.56	0.353	0.34	0.489	0.528	0.383362749260084	0.0504955089643459	0.513034875935678	0.0330820608553771
EE	0.079	0.094	0.06	0.098	0.084	0.101	0.062	0.076	0.874556312885968	0.834377237909045	0.908062769221522	0.705978468406804
EE	0.085	0.062	0.118	0.073	0.069	0.057	0.095	0.045	0.159942964944529	0.0450050478718244	0.256787616052177	0.0350402251060676
EE	0.418	0.204	0.223	0.209	0.444	0.222	0.249	0.212	0.367380702702765	5.92923172047777e-12	0.211010085500169	1.71240249243702e-12
EE	0.153	0.148	0.133	0.155	0.172	0.153	0.131	0.149	0.114904352996247	0.00465480959740214	0.762741777181939	0.00102985110025694
EE	0.544	0.679	0.464	0.673	0.589	0.688	0.47	0.658	0.401605402197741	0.0357520825207757	0.486154831766422	0.0139613470015135
EE	0.732	0.5	0.847	0.284	0.732	0.501	0.88	0.321	0.465342925947313	0.0335514268596281	0.0221440205572882	0.50874884327248
EE	0.399	0.289	0.507	0.253	0.357	0.245	0.518	0.226	0.39471477993619	0.0891339189134217	0.408818308520639	0.0498840306040667
EE	0.166	0.148	0.352	0.517	0.207	0.149	0.365	0.545	0.446048775026781	0.101432593979622	0.194279586885251	0.271527636482477
varDE	0.7	0.852	0.679	0.884	0.718	0.849	0.67	0.864	0.509541045172737	0.00133318243748532	0.538843317697053	0.697718979236974
