geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
meanDE	0.665	0.762	0.715	0.986	0.648	0.747	0.705	0.982	0.244446314289319	0.00106368482632576	0.269321497389321	0.000601637238261251
meanDE	0.134	0.155	0.049	0.018	0.127	0.167	0.054	0.017	0.0388415009457556	0.000205224584118978	0.0104418722678584	4.60115927752281e-05
varDE	0.193	0.068	0.37	0.918	0.168	0.043	0.38	0.889	0.37767694814428	4.37425662916601e-05	0.00273315144661432	0.867307123766055
EE	0.401	0.567	0.257	0.667	0.359	0.517	0.242	0.687	0.165738366417559	0.00187828444697374	0.194027903497621	0.00211101146629097
EE	0.256	0.257	0.385	0.403	0.216	0.262	0.376	0.382	0.591347982336881	0.186080710336034	0.820981365033005	0.100380209356889
EE	0.087	0.047	0.182	0.775	0.083	0.042	0.162	0.775	0.267838977388796	0.0221199171296191	0.557096390365797	0.00807972524193169
EE	0.602	0.63	0.829	0.792	0.564	0.639	0.852	0.808	0.738059653671283	0.420916724087402	0.488929401025333	0.492127670126602
EE	0.572	0.322	0.807	0.803	0.56	0.329	0.83	0.815	0.895680101756958	0.697590472482077	0.709003162908638	0.439519431014025
EE	0.629	0.532	0.737	0.644	0.6	0.513	0.739	0.638	0.586904058381035	0.0132144860130394	0.624902986541339	0.0189677841016797
EE	0.975	0.753	0.947	0.994	0.983	0.751	0.955	0.993	0.444038440900076	0.110160642511011	0.760991079055166	0.0931156210561644
EE	0.9	0.54	0.836	0.298	0.885	0.522	0.824	0.283	0.995162444388349	0.241214051578662	0.317277871869846	0.793056084494079
varDE	0.2	0.131	0.02	0.214	0.223	0.13	0.018	0.244	0.972959876139867	9.27387564763869e-06	0.0053788527820913	0.0842357555988243
varDE	0.13	0.002	0.004	0.1	0.138	0.006	0.008	0.119	0.690799067366079	1.99729414876671e-09	5.95589417557001e-05	0.00946260651664487
EE	0.497	0.408	0.665	0.848	0.542	0.464	0.666	0.86	0.691266645561269	0.55327478993552	0.823784247377002	0.330935923474224
varDE	0.628	0.289	0.48	0.535	0.608	0.275	0.498	0.562	0.530985775804995	5.87997244455087e-08	0.135915851578741	9.89029521904768e-07
EE	0.456	0.499	0.327	0.433	0.46	0.505	0.333	0.467	0.391472396321729	0.0325904280845623	0.074880381682915	0.430376233458484
EE	0.816	0.976	0.821	0.663	0.814	0.974	0.799	0.638	0.876107484270586	0.968342828042877	0.913120508831289	0.97459503995616
EE	0.899	0.645	0.899	0.616	0.899	0.66	0.897	0.631	0.795409484597635	0.498837129000868	0.645367850391351	0.274112750562095
meanDE	0.268	0.28	0.4	0.348	0.27	0.258	0.396	0.346	0.39503620275975	0.0456185948042774	0.73470710724263	0.031690705908594
EE	0.787	0.953	0.92	0.996	0.779	0.937	0.913	0.996	0.632629834376374	0.68269277714163	0.751390426135123	0.385238497550511
EE	0.237	0.372	0.22	0.036	0.235	0.327	0.189	0.033	0.686089403905552	0.0060956143473255	0.0179822603904012	0.922998278892643
EE	0.901	0.912	0.812	0.768	0.879	0.92	0.833	0.768	0.8673124084708	0.265026999723828	1	0.943901086024472
meanDE	0.003	0.003	0.005	0.146	0.004	0.007	0.005	0.148	0.00542732216210165	0.000387936076788429	0.00208808258909154	0.00150311818165734
EE	0.71	0.771	0.792	0.911	0.664	0.761	0.764	0.905	0.50276796410002	0.219237016470964	0.523169436966547	0.14188567113533
EE	0.309	0.443	0.394	0.763	0.299	0.43	0.415	0.748	0.654019472128379	0.66445280788454	0.63490735926352	0.660132120011053
EE	0.339	0.273	0.38	0.081	0.341	0.266	0.389	0.088	0.544792383470742	0.0206045053650278	0.131619793870671	0.193114893552997
EE	0.835	0.868	0.591	0.283	0.843	0.86	0.579	0.262	0.633815302405688	0.407769985987321	0.669887272685715	0.285209749441582
EE	0.274	0.539	0.433	0.653	0.292	0.551	0.427	0.657	0.596341448660484	0.320760212353126	0.793175256866398	0.231751288846967
EE	0.001	0.002	0.001	0.005	0.001	0.001	0.001	0.009	2.88399484638713e-06	4.62152734249786e-34	0.010096183486357	2.03912065344807e-32
EE	0.412	0.489	0.452	0.449	0.356	0.443	0.411	0.396	0.731167986766566	0.0014048789987275	0.743095983345936	0.000381744426431317
EE	0.964	0.786	0.531	0.338	0.979	0.816	0.508	0.299	0.409047387987039	0.122798077195405	0.439624054306198	0.0593262114478432
EE	0.704	0.688	0.972	0.356	0.687	0.683	0.965	0.301	0.597608074156432	0.37001075197792	0.308636743680357	0.61739726220431
EE	0.306	0.292	0.456	0.471	0.305	0.308	0.45	0.462	0.834407392858488	0.934959077492674	0.945594265866435	0.756836082349164
EE	0.056	0.117	0.076	0.067	0.069	0.116	0.104	0.076	0.942050855348641	0.857768121163702	0.644654659718604	0.931182983045405
EE	0.585	0.461	0.562	0.201	0.583	0.453	0.571	0.217	0.913943158821436	0.903454014109535	0.765694941299322	0.626440634582091
varDE	0.827	0.742	0.819	0.38	0.809	0.72	0.805	0.384	0.862229394978333	0.000655055920190901	0.0250670862810024	0.0376558058798096
EE	0.022	0.024	0.061	0.083	0.026	0.029	0.055	0.089	0.0681428432371065	3.78211093104084e-05	0.0445887534265405	0.000131061676860391
varDE	0.39	0.192	0.255	0.185	0.281	0.111	0.18	0.133	0.516696569505981	2.61133112524744e-06	0.0061772244684564	0.00106117019348599
EE	0.078	0.069	0.071	0.429	0.072	0.058	0.069	0.469	0.0955275577182376	0.022918171493008	0.0535579995308293	0.00987195593839072
EE	0.443	0.417	0.396	0.561	0.44	0.389	0.39	0.568	0.178383296742168	3.55244472798009e-06	0.307461993551726	0.00185747724703871
EE	0.621	0.678	0.919	0.482	0.654	0.662	0.924	0.467	0.61991824082846	0.034116349101699	0.436394605085298	0.798887261535999
EE	0.752	0.82	0.478	0.316	0.75	0.818	0.458	0.286	0.954957958770907	0.280564730372866	0.838846840426771	0.326740204214349
EE	0.151	0.36	0.177	0.394	0.138	0.338	0.173	0.393	0.154340899649486	0.00366364916762356	0.113195349242067	0.00121733855727131
EE	0.718	0.881	0.974	0.425	0.644	0.849	0.969	0.399	0.185685569838964	0.0220919253621964	0.0590939572853949	0.031012136985566
EE	0.765	0.793	0.751	0.624	0.753	0.802	0.75	0.636	0.708920953278321	0.337226536083171	0.343224869975923	0.285928708606078
EE	0.248	0.254	0.314	0.219	0.25	0.276	0.307	0.227	0.160618685513673	2.1409664908421e-07	0.261327397631133	9.53836675753789e-06
EE	0.099	0.167	0.13	0.187	0.114	0.153	0.142	0.183	0.255129584710144	0.00256816293541024	0.555761654798446	0.000452141327066735
meanDE	0.538	0.461	0.579	0.536	0.567	0.525	0.599	0.524	0.505476518090605	0.00190104096266882	0.516045825451196	0.000645667233317878
meanDE	0.948	0.947	0.931	0.909	0.943	0.962	0.929	0.917	0.832825580072003	0.618561906597058	0.769899852112888	0.440633683667627
EE	0.735	0.586	0.719	0.384	0.765	0.57	0.698	0.401	0.866335972285659	0.392753683099984	0.563877076604537	0.943448737441962
varDE	0.299	0.086	0.435	0.757	0.338	0.094	0.414	0.744	0.992917331084238	0.00029740724911057	0.0199912776447559	0.0755878037792914
EE	0.318	0.569	0.287	0.81	0.305	0.551	0.293	0.817	0.459821174463089	0.0275131336642134	0.321302347698617	0.0409816948974604
EE	0.722	0.968	0.486	0.757	0.625	0.957	0.363	0.77	0.32921589728614	0.0465526407867782	0.714365721324882	0.0466129903400897
EE	0.191	0.419	0.243	0.398	0.165	0.423	0.235	0.392	0.169528760230412	3.18588927251205e-07	0.429816199858239	1.46028727313903e-07
EE	0.031	0.029	0.05	0.05	0.047	0.048	0.053	0.062	0.0368043716054396	3.31816396429005e-05	0.0107410970011595	0.00015855542609174
EE	0.754	0.667	0.605	0.632	0.75	0.686	0.597	0.608	0.44715582346305	0.0893665055536518	0.315977851646507	0.00872460691828965
varDE	0.27	0.374	0.266	0.926	0.175	0.279	0.161	0.893	0.419422749632389	2.29704958375987e-09	0.000209585437546385	4.288046943304e-06
EE	0.969	0.988	0.843	0.786	0.976	0.989	0.84	0.756	0.63290169046012	0.49190791233328	0.619319731199062	0.528283131582955
EE	0.812	0.901	0.747	0.999	0.823	0.905	0.75	0.996	0.92128037720862	0.66323314266107	0.946847109361711	0.234546615286957
meanDE	0.008	0.009	0.017	0.019	0.002	0.002	0.002	0.003	0.000627429575858053	1.41815317233984e-12	0.0002162859039371	4.32054748921131e-13
varDE	0.035	0.025	0.136	0.067	0.045	0.033	0.162	0.08	0.00594791589722075	8.08862227777975e-27	0.0273200552593381	4.5839511303695e-27
EE	0.664	0.647	0.831	0.968	0.625	0.612	0.829	0.958	0.880970865149812	0.866844686085541	0.832171445070311	0.925122548930829
EE	0.029	0.038	0.027	0.322	0.036	0.03	0.036	0.265	0.0353440981795131	0.00323720285696236	0.402652814100202	0.00239443373282327
EE	0.825	0.825	0.76	0.85	0.835	0.834	0.757	0.814	0.838127578654654	0.0245445576336153	0.0789965369750051	0.487919355641725
EE	0.896	0.58	0.648	0.315	0.911	0.594	0.669	0.345	0.265737990363454	0.104641233361178	0.371202501635544	0.0631200749298335
EE	0.878	0.827	0.874	0.628	0.854	0.849	0.873	0.617	0.493910022977553	0.143978983556139	0.365884468242819	0.0306601373477862
EE	0.474	0.61	0.373	0.606	0.471	0.663	0.412	0.495	0.900243658738408	0.563965078712317	0.670563180022062	0.779840601195166
varDE	0.16	0.204	0.269	0.523	0.181	0.203	0.265	0.521	0.902050066575284	1.69658991791673e-06	0.00253434497673477	0.113245137140464
EE	0.297	0.333	0.174	0.146	0.324	0.342	0.201	0.138	0.58738475109119	0.343184180328132	0.524658359953418	0.118733046512251
EE	0.117	0.076	0.071	0.158	0.117	0.09	0.078	0.176	0.347268736260328	0.0591501848437854	0.695555453997467	0.0896466519743638
EE	0.538	0.862	0.869	0.872	0.516	0.862	0.837	0.861	0.648334384841258	0.758945160879197	0.792554700245008	0.819312952044729
meanDE	0.936	0.954	0.92	0.98	0.939	0.953	0.908	0.983	0.443624399726194	0.0626351091502546	0.231644195830541	0.29761846377666
EE	0.186	0.182	0.231	0.364	0.193	0.167	0.21	0.329	0.178278203295059	0.00667806037835928	0.551080226644278	0.0166057152772177
EE	0.792	0.97	0.945	0.273	0.817	0.963	0.965	0.279	0.485014185876868	0.503707380527344	0.715651404318663	0.250748223729232
EE	0.988	0.959	0.931	0.918	0.991	0.947	0.906	0.932	0.589448481560409	0.59649866791733	0.751901383772527	0.739125405466871
varDE	0.031	0.027	0.002	0.015	0.03	0.024	0.004	0.012	0.0259323196095799	1.67011901032815e-19	0.292428287642112	6.72565237155283e-15
EE	0.914	0.931	0.578	0.733	0.904	0.911	0.552	0.742	0.626343089741209	0.50445567012196	0.828856907216408	0.234786154886448
meanDE	0.046	0.047	0.079	0.755	0.05	0.062	0.088	0.765	0.127625274253012	0.0629798486841753	0.146816263096707	0.0250027039879575
EE	0.903	0.828	0.736	0.644	0.889	0.8	0.705	0.644	0.850957226940117	0.116067786782627	0.670819344982517	0.432917035424053
EE	0.249	0.367	0.289	0.278	0.213	0.336	0.253	0.229	0.235190921175128	2.04523984248068e-07	0.386767006532103	5.15341015935925e-05
EE	0.961	0.849	0.79	0.433	0.952	0.834	0.722	0.452	0.599156157166492	0.64497779767395	0.796570801806991	0.196946832126866
EE	0.861	0.778	0.489	0.848	0.861	0.763	0.524	0.836	0.380360277797756	0.14252987022077	0.2871506772199	0.158302670387133
EE	0.315	0.273	0.396	0.128	0.276	0.238	0.34	0.158	0.583717133847825	0.311797087745075	0.684755928265528	0.170928807106031
varDE	0.657	0.527	0.366	0.379	0.62	0.479	0.305	0.325	0.849626565503224	0.0172467101756076	0.404882880796186	0.627148994793563
EE	0.992	0.879	0.802	0.953	0.994	0.873	0.835	0.952	0.434819384496362	0.366304670198326	0.619508557190534	0.261044224749689
EE	0.081	0.038	0.018	0.335	0.063	0.029	0.011	0.399	0.606080809575825	0.304683530671607	1	0.427270618155356
EE	0.439	0.468	0.28	0.269	0.467	0.494	0.281	0.241	0.356139709661913	0.181359277341472	0.990230214470412	0.253973870309575
EE	0.22	0.322	0.198	0.369	0.225	0.331	0.217	0.375	0.0389035083511821	9.7155620144475e-19	0.0495716080681666	1.20929622213175e-17
EE	0.577	0.381	0.467	0.766	0.577	0.388	0.49	0.755	0.551404510998717	0.284050912233405	0.171600913909053	0.34468986502247
meanDE	0.781	0.723	0.196	0.568	0.79	0.727	0.209	0.588	0.0314824866953893	0.00040945247651953	0.053796636850102	0.000397394806160232
EE	0.854	0.893	0.98	0.909	0.852	0.918	0.978	0.901	0.900592462430102	0.950728860072356	0.985298487283655	0.880453910441761
EE	0.767	0.703	0.61	0.695	0.742	0.679	0.557	0.656	0.79404370219846	0.0373563354465215	0.553048481486123	0.00292172159510052
EE	0.935	0.928	0.79	0.949	0.903	0.93	0.784	0.955	0.517291903494834	0.00439339883737166	0.927901394724032	0.00378846637512986
EE	0.037	0.024	0.111	0.278	0.046	0.04	0.144	0.293	0.18357760380475	0.220545895292216	0.505236392848694	0.162631701432018
meanDE	0.054	0.109	0.052	0.178	0.045	0.124	0.035	0.167	0.0270457889757039	1.49195594441939e-07	0.0136515100271389	1.42520926955951e-05
EE	0.064	0.052	0.154	0.1	0.039	0.048	0.087	0.102	0.212519436515493	0.0709115067141975	0.212668207330245	0.0220308538881658
EE	0.919	0.902	0.771	0.619	0.927	0.886	0.76	0.618	0.622458397072473	0.370299320367335	0.891278704839449	0.160438107399162
EE	0.918	0.745	0.475	0.078	0.918	0.754	0.499	0.077	0.553511841552828	0.112243391434308	0.784434451150237	0.0484387597434752
varDE	0.145	0.009	0.389	0.014	0.158	0.008	0.412	0.009	0.301370664971393	3.96727373298533e-08	0.00282148450232502	0.159282007914091
EE	0.671	0.543	0.622	0.565	0.66	0.513	0.624	0.566	0.378682796092468	0.00394833331642276	0.352775272063125	0.000208070764010054
EE	0.616	0.605	0.64	0.577	0.625	0.598	0.632	0.613	0.623214569742975	0.433399283934774	0.832998492754771	0.237913994900696
meanDE	0.053	0.038	0.07	0.196	0.041	0.036	0.051	0.191	0.0169951750641542	0.00277324916238092	0.122862860106389	0.00476850402036529
EE	0.51	0.441	0.561	0.439	0.536	0.436	0.59	0.496	0.679878665095361	0.439243830924431	0.567740757142522	0.416393897438107
EE	0.067	0.052	0.06	0.156	0.071	0.066	0.079	0.163	0.000239201207706508	2.69031668757864e-60	0.0133068011596651	8.34607810688751e-37
EE	0.985	0.798	0.953	0.904	0.981	0.792	0.962	0.893	0.983001622561524	0.939150974877106	0.819897622876533	0.62611925044772
varDE	0.544	0.231	0.571	0.547	0.377	0.089	0.405	0.476	0.972717599335642	3.17046561704051e-06	0.0103541280393575	0.000730468823089768
EE	0.257	0.162	0.178	0.126	0.176	0.094	0.117	0.084	0.228879684562455	0.00691193730047302	0.445316890904023	0.00179976693886814
varDE	0.579	0.315	0.62	0.734	0.592	0.326	0.624	0.726	0.700083493172249	0.00528584868805138	0.0272144482390278	0.26212637975156
EE	0.536	0.569	0.999	0.625	0.525	0.558	0.996	0.654	0.575923416765997	0.555298077861904	0.505542325019794	0.677577408069599
EE	0.154	0.198	0.272	0.893	0.174	0.209	0.276	0.893	0.365079745904965	0.199400273311613	0.695980470097562	0.079957132883729
EE	0.563	0.523	0.711	0.473	0.523	0.472	0.68	0.503	0.250399795538409	0.0608813114555133	0.292837279846995	0.0308727014730728
EE	0.443	0.406	0.431	0.841	0.399	0.37	0.403	0.78	0.138241796949429	0.00126519328456963	0.251071589225137	0.000292500463923151
EE	0.137	0.137	0.093	0.115	0.134	0.129	0.102	0.109	0.0536043189276795	1.79654668266299e-12	0.0016815647883745	1.39111272334995e-11
meanDE	0.078	0.046	0.032	0.187	0.07	0.051	0.036	0.183	0.0151942547694561	8.79418214746816e-08	0.0243378822293593	7.14391987208684e-08
EE	0.318	0.223	0.165	0.15	0.305	0.214	0.181	0.165	0.610137539795554	0.770692021274617	0.485757159499835	0.780359820548792
EE	0.693	0.759	0.353	0.136	0.716	0.774	0.374	0.141	0.412520784834434	0.484917342019279	0.95433695504767	0.344150326555374
EE	0.246	0.314	0.283	0.923	0.24	0.354	0.297	0.922	0.383684658065973	0.127630149270413	0.482732888450902	0.0297077467905663
EE	0.386	0.306	0.381	0.278	0.397	0.288	0.399	0.278	0.823077440489372	0.396363401781345	0.457915941301243	0.590986003098334
EE	0.981	0.968	0.811	0.664	0.983	0.971	0.826	0.707	0.478560293710432	0.378529519407109	0.901877688005744	0.290190758276999
EE	0.483	0.725	0.431	0.699	0.473	0.751	0.395	0.723	0.199403358151835	0.00911847836501451	0.179816982807237	0.00740750399520161
meanDE	0.084	0.211	0.167	0.37	0.076	0.204	0.18	0.356	0.105565692480305	0.0014813653901232	0.326611224200083	0.0023564140138992
EE	0.615	0.975	0.537	0.911	0.586	0.971	0.477	0.922	0.652561057947532	0.276921815892579	0.735651554421994	0.895456430309976
EE	0.335	0.293	0.482	0.568	0.342	0.297	0.465	0.514	0.318425221364816	0.00156955172158318	0.615266856370715	0.00761683273908141
varDE	0.005	0.002	0.001	0.001	0.002	0.002	0.001	0.001	0.00783855955875664	4.40830476949344e-12	0.717794272919876	1.01655183593757e-09
EE	0.713	0.547	0.648	0.444	0.688	0.548	0.659	0.424	0.629487034727092	0.0424636015361686	0.602252885436913	0.015314039430148
EE	0.998	0.999	0.896	0.819	0.989	1	0.893	0.834	0.486253489569736	0.282748312298816	0.449917302372221	0.133634932510509
EE	0.948	0.913	0.651	0.859	0.942	0.911	0.691	0.865	0.661444693524293	0.0750807693421606	0.476549135681674	0.324305794994925
EE	0.586	0.503	0.835	0.236	0.603	0.53	0.851	0.224	0.745343980795256	0.546250721468696	0.724345962025872	0.259259407225952
EE	0.017	0.016	0.037	0.024	0.015	0.015	0.031	0.02	0.146508847932163	0.016012189030392	0.157142528528616	0.00356405019864537
EE	0.067	0.125	0.08	0.476	0.047	0.126	0.081	0.483	0.0599163956261654	0.00110709520710466	0.0978634983737852	0.0120169554568444
EE	0.097	0.056	0.171	0.174	0.093	0.048	0.164	0.164	0.0257313091467625	6.38158571944581e-08	0.00645631408604976	2.54828799349921e-08
EE	0.977	0.679	0.621	0.517	0.975	0.717	0.609	0.528	0.696998060883028	0.707618520422038	0.873283860415107	0.697816267559813
EE	0.407	0.324	0.291	0.037	0.393	0.317	0.297	0.042	0.278711300376103	0.0370977166394639	0.311555444257302	0.0291716628775502
EE	0.537	0.494	0.368	0.436	0.568	0.478	0.374	0.459	0.0427968028208708	0.00484973947557463	0.0548720701681674	0.00376694649782254
varDE	0.43	0.191	0.352	0.684	0.439	0.196	0.372	0.718	0.7813960586905	4.80509004487707e-07	0.00419381363174621	0.0528797853957239
meanDE	0.003	0.002	0.004	0.001	0.004	0.005	0.004	0.005	6.48868710955376e-05	5.99738450312478e-37	3.09611812810417e-05	2.02397389609107e-37
meanDE	0.579	0.352	0.277	0.831	0.556	0.357	0.297	0.82	0.288468435904927	0.199890204433922	0.975679514359554	0.069565845602051
EE	0.207	0.147	0.309	0.417	0.243	0.178	0.341	0.465	0.250736680930873	0.0158904649312353	0.292334425997864	0.00670155311638106
meanDE	0.004	0.004	0.01	0.079	0.012	0.007	0.015	0.086	0.0196136788879134	4.76821710455227e-06	0.0376959228400019	1.92767048703635e-06
EE	0.741	0.481	0.853	0.418	0.733	0.509	0.864	0.411	0.892519949531766	0.799951311956981	0.523461452230765	0.640459303870063
meanDE	0.654	0.711	0.427	0.181	0.636	0.7	0.488	0.22	0.245029324101178	0.116364620862212	0.328954957848381	0.0653996212314717
EE	0.086	0.135	0.157	0.081	0.095	0.13	0.133	0.111	0.833079258561457	0.196671161043936	0.126591547935225	0.973657340817383
meanDE	0.515	0.682	0.425	0.475	0.525	0.667	0.354	0.474	0.144010971685203	0.113504467795107	0.127295579319335	0.0789301119592091
EE	0.75	0.688	0.767	0.612	0.733	0.718	0.754	0.628	0.847767220278276	0.593251247522004	0.830782041865439	0.598362929945369
EE	0.585	0.664	0.807	0.349	0.586	0.645	0.811	0.37	0.556853481792798	0.450386708705495	0.689063752959544	0.227062803611033
EE	0.878	0.643	0.844	0.741	0.864	0.636	0.82	0.707	0.869201106685279	0.64040359264228	0.653054960807396	0.243295436215947
EE	0.886	0.818	0.987	0.999	0.887	0.813	0.987	0.994	0.637552568516638	0.610861135340335	0.860104437991533	0.558216800790448
EE	0.085	0.212	0.101	0.184	0.089	0.219	0.114	0.191	0.0317507835243684	3.75362543653535e-17	0.0967048002997396	1.51333226359589e-18
EE	0.463	0.45	0.497	0.866	0.5	0.449	0.49	0.842	0.989214583286598	0.561331226341378	0.925425246008398	0.997600384980601
EE	0.268	0.244	0.225	0.116	0.29	0.287	0.252	0.15	0.412120920296598	0.0288671290789752	0.464473131771197	0.00762918709309623
varDE	0.035	0.001	0.009	0.002	0.028	0.002	0.007	0.002	0.598151213452204	1.0905212225384e-09	4.99717841632719e-06	0.000487201021727011
EE	0.542	0.502	0.56	0.453	0.56	0.502	0.577	0.457	0.146828558972214	2.24084974969052e-06	0.575758872960889	0.00751558272652956
EE	0.583	0.646	0.893	0.536	0.563	0.608	0.867	0.511	0.730368953365009	0.395150072811174	0.393226272073815	0.568982885225052
EE	0.857	0.957	0.814	0.996	0.822	0.932	0.811	0.995	0.680105698434601	0.125049767779752	0.471540792495091	0.899503090745373
EE	0.003	0.005	0.005	0.004	0.004	0.004	0.005	0.002	0.000559337764498035	8.95044711361363e-06	0.00107835893062418	3.88170884775059e-05
EE	0.827	0.973	0.846	0.328	0.813	0.971	0.822	0.371	0.44879427765138	0.35713121824954	0.34250020459353	0.275435312180152
EE	0.439	0.416	0.768	0.94	0.429	0.454	0.715	0.922	0.39137245591563	0.094999596998889	0.308895486894136	0.0555665831702024
meanDE	0.722	0.69	0.714	0.6	0.675	0.655	0.712	0.602	0.529760431582167	0.140741725610002	0.687068170515952	0.0942436591880303
EE	0.785	0.784	0.969	0.802	0.804	0.77	0.963	0.785	0.701215920749601	0.906221601698072	0.902132667760671	0.857136889897549
varDE	0.347	0.109	0.332	0.747	0.369	0.137	0.318	0.765	0.315784294779129	2.76665345863536e-06	0.149182336469497	0.000157936532006938
EE	0.157	0.153	0.145	0.169	0.131	0.132	0.121	0.149	0.134888189055423	8.74904710126327e-14	0.0214155887154748	5.67608840479395e-07
