geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
meanDE	0.19	0.207	0.191	0.222	0.215	0.177	0.0597111673193878	0.013516445262606	0.0412661817134642
EE	0.79	0.896	0.777	0.869	0.778	0.871	0.584473935872068	0.00364315936986385	0.641448175069023
varDE	0.22	0.409	0.22	0.447	0.167	0.367	0.200342458732199	1.48438136461212e-17	0.198978719232546
EE	0.407	0.829	0.341	0.817	0.353	0.755	0.601894586682128	0.0701939792096439	0.597669951983068
EE	0.524	0.649	0.478	0.639	0.507	0.645	0.791107255726254	0.0683699915306294	0.759268489128485
EE	0.229	0.253	0.229	0.252	0.188	0.214	0.0942471603808981	1.50988189482397e-05	0.0985701072472778
EE	0.99	0.846	0.981	0.822	0.994	0.793	0.290645853019539	0.000431023778982552	0.331968792100765
EE	0.142	0.195	0.11	0.107	0.105	0.108	0.201562477399654	9.25528957046552e-45	0.206847608868079
EE	0.839	1	0.832	0.999	0.838	0.999	0.903235298060568	0.194735740682392	0.829191979353916
EE	0.492	0.61	0.423	0.577	0.44	0.617	0.199674733827563	0.0312551312608011	0.11007668118733
EE	0.781	0.362	0.773	0.379	0.799	0.376	0.296627455433627	0.00398626876435269	0.564494881150378
EE	0.166	0.597	0.17	0.598	0.149	0.598	0.250465842773209	0.00538556683092909	0.598425659337389
meanDE	0.896	0.637	0.9	0.629	0.905	0.652	0.993522839704528	0.817602362144314	0.962579452651587
EE	0.057	0.488	0.057	0.549	0.053	0.489	0.323876359453896	0.00104205374515688	0.995994996162875
EE	0.123	0.486	0.046	0.322	0.064	0.259	0.144439604042013	7.87854795630176e-16	0.0681572142563715
EE	0.557	0.378	0.443	0.355	0.476	0.386	0.866272392183878	0.0092074203927074	0.810172222570006
EE	0.662	0.531	0.655	0.5	0.634	0.502	0.402606214439026	0.00173903113883026	0.305924819120521
EE	0.863	0.798	0.888	0.794	0.884	0.812	0.148484932986365	4.71727442773545e-14	0.182022915886713
EE	0.267	0.61	0.202	0.643	0.216	0.66	0.590084159251434	0.164618769297497	0.313830463052746
EE	0.072	0.05	0.078	0.055	0.064	0.04	0.0240201879472274	6.81604227966476e-20	0.0134308970255517
EE	0.298	0.275	0.243	0.232	0.268	0.24	0.511073613276824	9.30034574462189e-07	0.543762507740596
EE	0.061	0.24	0.071	0.272	0.097	0.328	0.271316514735382	0.00713974437382846	0.408183103329435
meanDE	0.017	0.239	0.01	0.251	0.014	0.22	0.000274162048039524	3.3697858960621e-09	0.000132403799891447
EE	0.859	0.914	0.866	0.912	0.822	0.881	0.877558089415007	0.472729990205035	0.808213609091559
EE	0.292	0.334	0.267	0.32	0.289	0.318	0.234361651517831	5.43777358359926e-25	0.0883072825980235
EE	0.692	0.646	0.692	0.636	0.707	0.662	0.769680462828845	0.566415193910583	0.687707393035336
EE	0.961	0.929	0.946	0.919	0.952	0.91	0.89616886963533	0.0208995919152963	0.965732139274873
meanDE	0.31	0.337	0.224	0.229	0.198	0.299	0.155040690621481	0.00293553297480606	0.242118688381532
EE	0.894	0.992	0.906	0.988	0.894	0.984	0.712005634503877	0.269804396397782	0.994776174221752
EE	0.702	0.397	0.667	0.379	0.703	0.381	0.0728035332456097	0.00493463754247429	0.00564451393202215
EE	0.709	0.187	0.673	0.182	0.696	0.196	0.821193098211881	0.0922887798876769	0.701087483338085
EE	0.435	0.322	0.424	0.28	0.427	0.319	0.835687257555687	0.824932637955523	0.749544350837049
EE	0.787	0.881	0.818	0.902	0.795	0.881	0.888240269347576	0.801596631409301	0.507572971440151
EE	0.992	0.642	0.985	0.647	0.989	0.649	0.394915030887736	0.045874935067479	0.608555549021949
EE	0.433	0.725	0.423	0.697	0.402	0.705	0.755291046490437	0.639221154348934	0.689244430579998
EE	0.336	0.42	0.283	0.389	0.27	0.353	0.470845484912219	0.0655541035979912	0.545934793420698
EE	0.664	0.793	0.66	0.818	0.68	0.803	0.640773766303826	0.558566125499144	0.277959525402375
EE	0.171	0.101	0.19	0.143	0.17	0.141	0.170130167605053	5.81556719230196e-05	0.225365727821091
EE	0.986	0.911	0.988	0.91	0.976	0.894	0.727511844231852	0.0374191993679176	0.70553827177633
varDE	0.129	0.173	0.099	0.177	0.12	0.176	0.279474818567679	1.01693888116782e-10	0.122396598178504
EE	0.084	0.056	0.087	0.078	0.099	0.086	0.0390783962407535	1.74708134443979e-15	0.0539910748735122
EE	0.388	0.766	0.338	0.708	0.317	0.774	0.86413081185119	0.0972882033050166	0.269334695851045
EE	0.133	0.184	0.128	0.164	0.124	0.157	0.217868172451141	0.0223154241238617	0.198132332910837
EE	0.939	0.524	0.918	0.525	0.93	0.535	0.401205761223296	0.00332633029898987	0.507714545393507
EE	0.919	0.669	0.879	0.635	0.909	0.624	0.449243588756113	0.657794923128483	0.746893408457323
EE	0.992	0.93	0.995	0.918	0.99	0.899	0.602131349030898	0.315692216187468	0.735251053367786
varDE	0.005	0.005	0.004	0.004	0.002	0.003	7.60193390954045e-05	1.4856669564804e-139	0.000782252771145356
meanDE	0.334	0.594	0.316	0.529	0.359	0.621	0.0946073842474524	3.05342491524843e-07	0.232192711955117
EE	0.327	0.522	0.387	0.562	0.361	0.529	0.774736523686367	0.308377051207188	0.661812029184743
meanDE	0.154	0.136	0.167	0.154	0.192	0.17	0.130003728179161	3.23674608775821e-09	0.247106066693214
meanDE	0.083	0.025	0.084	0.031	0.067	0.065	0.246425714556629	4.71438975734825e-15	0.112000748676591
EE	0.583	0.943	0.608	0.962	0.567	0.944	0.946021743587954	0.761593342217662	0.702696912463738
EE	0.472	0.647	0.447	0.611	0.476	0.661	0.173489987767037	0.0261419508402	0.224960727511107
EE	0.765	0.861	0.813	0.882	0.752	0.893	0.503063525231137	0.0024855841769917	0.538540476182361
varDE	0.235	0.533	0.167	0.469	0.17	0.452	0.664232366363441	0.00495628699987381	0.194916948485101
meanDE	0.002	0.126	0.001	0.126	0.013	0.139	0.0197782871841764	5.01889669354856e-05	0.568140675464536
varDE	0.001	0.02	0.001	0.022	0.004	0.019	0.848120547437271	1.08800590178183e-08	0.0336281185407663
EE	0.133	0.217	0.149	0.252	0.18	0.278	0.124805557821388	0.00102542343177834	0.0618740389005618
meanDE	0.981	0.076	0.974	0.06	0.981	0.068	0.092163366229936	0.000892622330700426	0.212551325623486
EE	0.187	0.685	0.174	0.67	0.111	0.645	0.359580894729223	0.133880663677166	0.367673156129338
EE	0.351	0.311	0.362	0.39	0.334	0.317	0.429085407836769	8.53065773380763e-05	0.47518035042647
EE	0.791	0.757	0.8	0.78	0.756	0.738	0.63984190854164	0.0245576776115673	0.823595801865116
EE	0.585	0.375	0.548	0.355	0.457	0.392	0.15960120691434	0.0792411605264173	0.0639585452395939
EE	0.923	0.844	0.917	0.816	0.927	0.808	0.938529174319825	0.498127135324708	0.72074891843865
EE	0.01	0.705	0.01	0.721	0.014	0.766	0.789016058252947	0.0289422228287933	0.10187294477315
EE	0.188	0.167	0.197	0.133	0.154	0.133	0.0521715357409253	6.10034870949502e-19	0.154290150647282
EE	0.619	0.772	0.541	0.659	0.53	0.669	0.635176623643192	1.80787094634417e-06	0.403247491027458
EE	0.939	0.513	0.941	0.612	0.902	0.548	0.75782615662603	0.711916997869787	0.680148530198387
EE	0.396	0.4	0.404	0.387	0.36	0.365	0.548982493503835	0.0830007009740873	0.580971240909261
EE	0.215	0.079	0.173	0.055	0.173	0.074	0.344696394535933	1.37504005375343e-07	0.187697453185266
EE	0.284	0.312	0.359	0.354	0.3	0.291	0.351582735735436	6.89783685408332e-08	0.328696289658953
EE	0.82	0.248	0.846	0.206	0.806	0.207	0.752258003248756	0.635049954050972	0.923648968175596
varDE	0.264	0.166	0.238	0.158	0.215	0.122	0.0986596349528629	3.22585281578451e-22	0.0170210787288104
EE	0.302	0.148	0.31	0.167	0.305	0.166	0.365699061602798	0.122514153439324	0.417011117199022
EE	0.297	0.791	0.285	0.755	0.304	0.799	0.325505938654719	0.0630076451728794	0.138904550014908
meanDE	0.769	0.881	0.691	0.794	0.777	0.873	0.490066810110032	0.0124131599346723	0.678148244198842
varDE	0.199	0.162	0.173	0.158	0.157	0.141	0.682952727248409	5.8966328643694e-06	0.103669111774544
EE	0.898	0.856	0.931	0.878	0.902	0.849	0.841266300186582	0.011985236344241	0.487596217882308
EE	0.26	0.298	0.227	0.253	0.27	0.303	0.220672433671333	1.14383317711149e-12	0.265651063049427
varDE	0.002	0.307	0.002	0.303	0.003	0.258	0.792854653710485	5.95663574896514e-08	0.014118885610058
meanDE	0.121	0.022	0.113	0.015	0.073	0.016	0.00502904906796174	2.43634654109393e-12	0.00291340590676508
EE	0.647	0.662	0.663	0.659	0.672	0.672	0.701781767931921	0.475882030260336	0.698355969403575
EE	0.356	0.463	0.298	0.425	0.238	0.411	0.354987629790335	0.0315674456426474	0.509844191941214
meanDE	0.042	0.047	0.052	0.064	0.041	0.065	0.00652357344146608	4.93200525860894e-06	0.0704798515714777
EE	0.422	0.379	0.428	0.343	0.461	0.365	0.542846872998791	0.0271581219044975	0.375316177307056
EE	0.22	0.215	0.213	0.216	0.207	0.23	0.568357620040253	0.452392052850322	0.874157295093871
meanDE	0.02	0.034	0.031	0.035	0.031	0.034	0.000303306858227299	1.77562628211931e-31	0.000360207728375594
EE	0.722	0.388	0.643	0.311	0.69	0.249	0.459878687700961	0.00404414534211735	0.702534270336148
varDE	0.052	0.29	0.049	0.319	0.048	0.285	0.942712021230566	4.16108768649198e-06	0.0267714183161494
EE	0.804	0.898	0.805	0.908	0.81	0.892	0.356169551064801	0.0117368920007673	0.0830045860950485
EE	0.885	0.792	0.917	0.808	0.902	0.823	0.513748564790363	1.05581086685902e-06	0.445818158740108
EE	0.114	0.166	0.139	0.201	0.109	0.178	0.768349016057611	0.366618603898066	0.210883409990368
varDE	0.34	0.003	0.309	0.006	0.304	0.003	0.446232819876187	3.24781673631943e-11	0.000574436004520185
EE	0.552	0.402	0.487	0.384	0.557	0.384	0.680398166411583	0.396247778996584	0.824512896176534
EE	0.587	0.632	0.559	0.621	0.434	0.602	0.366327235492369	2.36847908769107e-37	0.669742702690331
varDE	0.05	0.157	0.016	0.117	0.038	0.148	0.711144110059975	0.00101692279125092	0.00517999034728356
EE	0.798	0.3	0.804	0.264	0.649	0.281	0.799107059701881	0.143373445883471	0.20907479126625
EE	0.2	0.187	0.148	0.14	0.153	0.138	0.36966985686093	1.79383806822954e-05	0.517676753700608
EE	0.31	0.375	0.256	0.35	0.273	0.373	0.744574183826565	5.62455729862988e-08	0.538061582067074
EE	0.625	0.983	0.647	0.99	0.616	0.989	0.658928240981365	0.601403673340019	0.523547969141324
meanDE	0.11	0.082	0.114	0.067	0.142	0.073	0.0444886074312125	7.26183060186607e-08	0.05305698043737
EE	0.806	0.257	0.824	0.312	0.831	0.256	0.505654488451309	0.127320651754917	0.535241525174931
EE	0.562	0.789	0.494	0.808	0.544	0.829	0.378639313109021	0.000541859135703971	0.394660362337824
meanDE	0.904	0.929	0.896	0.935	0.917	0.915	0.888051631445972	0.0371952146265354	0.884567565613052
varDE	0.006	0.022	0.002	0.021	0.006	0.032	0.770365074646527	6.23889118332254e-09	0.0178353184138833
EE	0.995	0.991	0.998	0.994	0.997	0.988	0.783185478763195	0.0010678548572327	0.951154467572689
EE	0.52	0.873	0.513	0.911	0.473	0.825	0.397984535636611	1.61440530482076e-05	0.366834625601139
EE	0.46	0.196	0.385	0.151	0.383	0.169	0.188178711368317	0.0263322354166656	0.603099991540469
EE	0.007	0.045	0.003	0.041	0.012	0.045	0.326329958863542	0.34320894185967	0.745340283870776
EE	0.251	0.21	0.186	0.183	0.202	0.188	0.0975223404792156	4.53267634918394e-14	0.196220556065751
EE	0.83	0.483	0.882	0.521	0.866	0.517	0.956507825499589	0.794291084792434	0.618484161739985
EE	0.85	0.396	0.843	0.384	0.841	0.36	0.205668373806395	0.000768969671116336	0.326037048110393
varDE	0.483	0.106	0.509	0.137	0.508	0.124	0.29169642655098	8.9989534283016e-08	0.0212196964328291
EE	0.09	0.14	0.099	0.155	0.032	0.134	0.0177257210585005	4.26609542356765e-26	0.0676790704172858
varDE	0.296	0.232	0.247	0.21	0.244	0.189	0.740103090550147	0.118016676920013	0.449353213488184
EE	0.937	0.772	0.966	0.762	0.944	0.706	0.994759442353878	0.991747419099571	0.823777676393278
EE	0.912	0.718	0.903	0.695	0.916	0.682	0.134718426640792	0.00703075057896827	0.408941861988677
varDE	0.006	0.225	0.007	0.239	0.01	0.275	0.0124122304354741	5.21563007735103e-14	2.05629620521788e-05
EE	0.06	0.14	0.038	0.13	0.048	0.167	0.93035387227471	0.929664233913334	0.953272959441196
EE	0.704	0.646	0.665	0.704	0.664	0.605	0.41184216767475	0.00011856417884799	0.636465676233455
EE	0.764	0.93	0.71	0.955	0.724	0.73	0.696403444224361	0.000257950560463235	0.558928186289696
EE	0.551	0.509	0.522	0.506	0.494	0.351	0.0967929820879555	2.58316252760689e-11	0.111665230303666
meanDE	0.317	0.432	0.202	0.358	0.243	0.325	0.0941521511180618	6.06723386204312e-33	0.119027114679854
EE	0.178	0.397	0.188	0.349	0.192	0.347	0.245023365806465	0.00171697468081285	0.644591035666361
EE	0.894	0.619	0.935	0.617	0.897	0.615	0.634500910953574	0.106867484993274	0.176392986292421
EE	0.234	0.396	0.232	0.431	0.209	0.375	0.29543550499854	0.00917022737709623	0.303733389454237
EE	0.097	0.048	0.1	0.042	0.09	0.039	0.00350262905886231	3.46374776076908e-21	0.0159591509754595
meanDE	0.01	0.058	0.008	0.068	0.007	0.062	0.00164246697755399	7.80126263749242e-10	0.000172256532448322
meanDE	0.181	0.185	0.123	0.137	0.117	0.131	0.123413904257056	7.11399815672287e-23	0.307974094605699
varDE	0.112	0.012	0.107	0.02	0.122	0.013	0.245591511410054	9.64120103449137e-13	6.74621999345952e-07
EE	0.446	0.729	0.377	0.708	0.431	0.675	0.483051998085996	0.00791258337486747	0.570594656411728
EE	0.151	0.19	0.162	0.184	0.17	0.189	0.122784593359602	1.32846774631303e-09	0.162839470497096
EE	0.256	0.028	0.28	0.041	0.293	0.037	0.177590724202014	0.000757190858720528	0.0828546741756321
EE	0.433	0.478	0.394	0.437	0.394	0.431	0.266004040919465	2.48807392556478e-05	0.396999531363043
EE	0.23	0.398	0.237	0.427	0.246	0.422	0.743496648324016	0.365399452121952	0.637545707979723
EE	0.018	0.008	0.028	0.004	0.024	0.006	0.00207969673824673	8.87782791449459e-34	0.000658750218527781
meanDE	0.353	0.329	0.394	0.32	0.338	0.362	0.0238861382738703	2.15366029327189e-18	0.0837747338834751
varDE	0.65	0.453	0.648	0.503	0.652	0.514	0.633597227140491	3.26006069111463e-10	0.470146734378167
EE	0.863	0.915	0.859	0.925	0.822	0.922	0.618685520150781	0.153206562428723	0.996100890671434
meanDE	0.031	0.163	0.034	0.167	0.032	0.147	0.0101860479430507	2.7159495763721e-08	0.0164673094537638
EE	0.518	0.53	0.5	0.549	0.488	0.516	0.219787639155432	2.65251104333586e-14	0.541796176999878
EE	0.106	0.385	0.062	0.316	0.055	0.324	0.371940208410939	0.119439683509153	0.349728996467211
varDE	0.501	0.278	0.474	0.285	0.454	0.299	0.548898250256225	3.41872811062555e-05	0.495435311975778
meanDE	0.473	0.908	0.504	0.917	0.469	0.91	0.259470840942906	2.09738545967219e-14	0.278462920383158
EE	0.476	0.563	0.486	0.639	0.395	0.534	0.868374767017138	0.69591266627987	0.719260083208593
meanDE	0.234	0.711	0.204	0.734	0.243	0.485	0.311867263063441	8.66254412924267e-05	0.368419687176837
meanDE	0.168	0.088	0.152	0.084	0.173	0.087	0.199444216452722	1.58449920308549e-08	0.140233921503978
EE	0.69	0.826	0.67	0.8	0.677	0.787	0.531930676872189	0.000109666851635069	0.630637678617185
EE	0.193	0.085	0.176	0.079	0.178	0.088	0.207228637176539	2.52134415922137e-07	0.562816923892638
EE	0.127	0.099	0.109	0.08	0.155	0.118	0.237908491346699	0.00014737706723051	0.221347407422165
EE	0.722	0.27	0.665	0.134	0.623	0.132	0.726458298603966	0.190989505595562	0.551250628983258
EE	0.481	0.413	0.502	0.423	0.511	0.406	0.315775688549477	0.000559326843380706	0.323735280661838
EE	0.299	0.297	0.259	0.267	0.294	0.277	0.133954123895228	8.41460629865714e-11	0.282953059547093
EE	0.285	0.343	0.226	0.282	0.279	0.342	0.117346198694674	3.20537784270713e-12	0.197115402532476
EE	0.577	0.944	0.571	0.971	0.469	0.957	0.542933075469684	0.04155275992852	0.127267155784776
EE	0.95	0.53	0.948	0.569	0.958	0.567	0.797739110832348	0.506656446972975	0.925656265653033
EE	0.274	0.233	0.317	0.261	0.234	0.25	0.270951627745134	0.160003316418074	0.339023188924315
EE	0.93	0.998	0.917	0.996	0.926	0.997	0.887668407253156	0.939241002655974	0.989222149202385
EE	0.632	0.831	0.661	0.871	0.632	0.818	0.711962419163965	0.209295870569588	0.887899614599941
varDE	0.001	0.002	0.001	0.001	0.001	0.002	0.822374388101929	9.98591435693882e-10	0.00101208085276595
varDE	0.006	0.077	0.004	0.061	0.005	0.084	0.463755999374453	5.57009835708291e-10	0.0483175466461358
EE	0.482	0.802	0.373	0.64	0.385	0.505	0.112120649585377	3.34756053516942e-27	0.143748894684193
EE	0.072	0.252	0.058	0.219	0.082	0.234	0.00528427820071509	1.39367244933502e-07	0.133294542518482
EE	0.33	0.376	0.131	0.267	0.154	0.267	0.0498062742500433	2.6444094473491e-37	0.0564066637094798
EE	0.873	0.962	0.855	0.925	0.858	0.942	0.505241833276425	0.000592593131040881	0.781857811856777
varDE	0.16	0.209	0.147	0.225	0.159	0.236	0.080004177457044	2.30932025354779e-40	0.0186140789367449
EE	0.525	0.797	0.573	0.808	0.485	0.744	0.46238209499411	0.0208329448299075	0.44727957023481
EE	0.453	0.252	0.497	0.273	0.467	0.246	0.832885381041593	0.782104940353648	0.902539185501168
meanDE	0.002	0.238	0.001	0.266	0.002	0.221	0.000110301159728858	1.39721407859573e-15	0.00497730466429049
EE	0.491	0.773	0.504	0.772	0.513	0.767	0.590049589769107	0.217507890659309	0.654976908856775
EE	0.103	0.129	0.124	0.168	0.059	0.098	0.198301369830416	2.62340103781605e-06	0.3071796674794
EE	0.297	0.343	0.331	0.329	0.312	0.316	0.596691302511709	0.0607808584631693	0.756301831883786
EE	0.62	0.684	0.603	0.646	0.656	0.709	0.658330767317278	0.256122203756651	0.906978666495604
EE	0.466	0.838	0.416	0.815	0.446	0.743	0.539494198499976	0.385228507923685	0.36491324676868
EE	0.337	0.241	0.352	0.265	0.305	0.23	0.0531834589492674	7.44420139656244e-14	0.0284584613432772
EE	0.34	0.227	0.2	0.158	0.206	0.15	0.172742940852537	9.29359783253928e-11	0.119250814379079
EE	0.312	0.238	0.306	0.283	0.264	0.247	0.466103513074732	0.0100511105019239	0.597578050698147
EE	0.914	0.999	0.898	1	0.913	0.996	0.818225551986345	0.9673879531231	0.812956040135059
EE	0.071	0.232	0.079	0.225	0.106	0.268	0.474511538744971	0.0773643588056579	0.687206343563677
EE	0.065	0.037	0.061	0.017	0.073	0.035	0.132785810731362	0.0018491184855194	0.19344525116176
meanDE	0.423	0.413	0.427	0.415	0.415	0.424	0.435075034709556	0.088048954440218	0.530535022802176
EE	0.396	0.587	0.471	0.623	0.438	0.601	0.710710815131052	0.139753426249332	0.698748788692046
meanDE	0.238	0.247	0.236	0.229	0.252	0.255	0.202265850124324	1.02618215254912e-05	0.301513667471655
EE	0.313	0.312	0.293	0.284	0.326	0.342	0.429342704098923	0.114767044360576	0.563652184150301
EE	0.302	0.521	0.249	0.508	0.276	0.532	0.956579199229621	0.310350107326014	0.909754958470871
EE	0.714	0.817	0.64	0.763	0.699	0.776	0.248387356380893	1.35782825713309e-15	0.405501354353022
meanDE	0.966	0.884	0.959	0.911	0.959	0.904	0.755844864501857	0.225363654992026	0.905932418544652
EE	0.817	0.928	0.812	0.95	0.75	0.922	0.876721985356128	0.725978745705341	0.965391332307071
EE	0.983	0.987	0.989	0.988	0.987	0.985	0.0414398941208926	0.00101313788883036	0.017440500368583
EE	0.939	0.74	0.974	0.801	0.945	0.735	0.843872337070306	0.708700158723187	0.933681101850048
EE	0.51	0.905	0.502	0.902	0.519	0.9	0.770275783075994	0.240272516263299	0.797429311172986
varDE	0.01	0.003	0.008	0.005	0.015	0.001	0.331925371173661	2.55005071325777e-11	0.00225278488869214
EE	0.762	0.474	0.774	0.511	0.755	0.499	0.348918940748222	0.297171765907851	0.311014648565243
varDE	0.038	0.001	0.046	0.003	0.033	0.004	0.68570104519018	1.45974218139642e-12	0.0681211438103345
EE	0.761	0.954	0.748	0.921	0.753	0.604	0.334226583234859	0.00910379674350311	0.134643053169442
EE	0.974	0.358	0.978	0.353	0.963	0.416	0.00750259896515256	6.08673846734373e-08	0.00887603611937446
EE	0.637	0.535	0.605	0.511	0.63	0.509	0.367641070242606	0.000187909757567149	0.285846326022967
EE	0.764	0.504	0.732	0.468	0.776	0.512	0.0800145579249931	0.0195120406370881	0.0203490121374394
EE	0.023	0.084	0.027	0.095	0.027	0.085	0.052381399488025	1.12053759762361e-05	0.063669735042454
EE	0.37	0.725	0.419	0.735	0.374	0.701	0.149347768124119	2.99936107546205e-08	0.205195432053555
EE	0.302	0.268	0.281	0.306	0.257	0.256	0.991883645794304	0.1409212394783	0.508377900917129
EE	0.81	0.741	0.766	0.651	0.805	0.665	0.920482417802576	0.931742729427669	0.893517616675759
EE	0.047	0.08	0.04	0.046	0.035	0.039	0.358493354910054	0.116619909507849	0.338802356369648
EE	0.718	0.854	0.706	0.837	0.694	0.857	0.961084453414126	0.288296795197896	0.527698482830853
EE	0.882	0.63	0.891	0.583	0.893	0.581	0.934276790548195	0.293397668835684	0.502064011179753
EE	0.908	0.648	0.921	0.645	0.913	0.658	0.672271182163329	0.433455104101132	0.803004117031287
EE	0.349	0.313	0.316	0.275	0.336	0.29	0.251797559862916	5.8221816962433e-12	0.356575488935849
EE	0.557	0.71	0.528	0.717	0.555	0.664	0.805277585803966	0.290029292123636	0.76001974247225
EE	0.47	0.183	0.521	0.238	0.479	0.194	0.181873281479055	0.000131357322154041	0.202891003213185
EE	0.562	0.352	0.532	0.408	0.534	0.341	0.722139880819495	0.712729320941792	0.799601493939267
EE	0.057	0.161	0.068	0.18	0.058	0.156	0.0451444238250381	9.72801127736811e-08	0.0519203372296736
meanDE	0.568	0.594	0.537	0.552	0.552	0.551	0.406331164075785	0.0105374492015882	0.586895213439269
EE	0.382	0.458	0.415	0.446	0.389	0.459	0.106313047673219	2.19120428453549e-06	0.0669034960495777
EE	0.378	0.468	0.329	0.552	0.346	0.424	0.995758304629906	0.556551666897666	0.914966690990962
EE	0.71	0.98	0.746	0.985	0.723	0.979	0.907309348045398	0.742824385271201	0.54108802396628
EE	0.765	0.699	0.803	0.721	0.718	0.618	0.819753801177598	0.133204927492586	0.466221651915636
meanDE	0.183	0.257	0.229	0.298	0.198	0.267	0.379381851139619	0.000301426445171772	0.555200327728625
EE	0.723	0.319	0.723	0.317	0.711	0.33	0.0273473223955044	1.13223712264008e-10	0.022470665120207
EE	0.052	0.056	0.018	0.028	0.017	0.039	0.00284298529747724	1.03516283347136e-97	0.00669387868955351
meanDE	0.697	0.704	0.743	0.749	0.717	0.725	0.434409677357486	0.00782011771093833	0.66425514213712
EE	0.416	0.876	0.452	0.892	0.441	0.888	0.989460132424928	0.456729274348732	0.635385772043008
varDE	0.007	0.01	0.003	0.005	0.006	0.006	0.025806738926022	5.75637269480712e-57	0.00390348625258003
EE	0.9	0.865	0.889	0.778	0.902	0.821	0.590661613987333	0.0387202500059945	0.534756248906884
EE	0.834	0.864	0.832	0.847	0.864	0.864	0.482874692464655	0.0282181019516991	0.64919072435116
EE	0.552	0.328	0.542	0.338	0.556	0.372	0.49468167976064	0.132021186050642	0.573027233233881
varDE	0.131	0.033	0.155	0.03	0.18	0.043	0.208684700342463	9.84888590683018e-12	0.296160238496069
varDE	0.482	0.537	0.492	0.58	0.495	0.542	0.0633901679985704	1.97770434049372e-13	0.00681593396891121
EE	0.115	0.063	0.136	0.107	0.122	0.093	0.143479520044303	4.36983523675719e-05	0.260614239105936
EE	0.194	0.198	0.239	0.227	0.171	0.158	0.33609761739254	0.000956495766218923	0.365165173703305
EE	0.166	0.274	0.169	0.311	0.202	0.321	0.145177500576431	1.75827966717295e-06	0.161945841860644
meanDE	0.936	0.768	0.863	0.646	0.828	0.589	0.65362378005259	2.03305681689755e-08	0.778784746193419
EE	0.864	0.848	0.887	0.856	0.833	0.883	0.436971580636399	0.0193720764771939	0.619549942243302
EE	0.841	0.779	0.822	0.799	0.827	0.803	0.329918581989116	0.0061360518961322	0.314038141755544
varDE	0.033	0.112	0.021	0.104	0.044	0.107	0.732805582070599	4.63688568516296e-13	0.000282977193590975
meanDE	0.345	0.469	0.294	0.439	0.264	0.417	0.351890693989867	0.000145173914024127	0.45572433340072
EE	0.891	0.7	0.831	0.687	0.903	0.717	0.444922774829062	0.0377827030890141	0.178190133489836
EE	0.375	0.593	0.418	0.61	0.428	0.6	0.457219650927897	0.0989843233673009	0.209355988096545
EE	0.176	0.739	0.149	0.766	0.146	0.729	0.518400660668386	0.633899037642962	0.554206409637214
EE	0.909	0.86	0.928	0.883	0.913	0.871	0.562939908405522	0.162074867125384	0.488743589895605
EE	0.035	0.054	0.018	0.049	0.029	0.023	0.00519205085675466	5.74749215523472e-38	0.00141449906919859
meanDE	0.445	0.679	0.474	0.705	0.414	0.705	0.29530060388582	0.000612709144490129	0.221222019077357
EE	0.349	0.549	0.351	0.539	0.308	0.52	0.235515998684953	0.0558154734586159	0.282794812331795
meanDE	0.212	0.204	0.194	0.171	0.213	0.198	0.0876803511678959	5.82197265384683e-24	0.195031337344269
EE	0.625	0.704	0.588	0.699	0.628	0.726	0.555272130084017	3.69895699846764e-07	0.527162818537408
varDE	0.114	0.17	0.104	0.124	0.108	0.126	0.0950524341326174	1.28575963225546e-31	0.0788839779194264
meanDE	0.003	0.004	0.006	0.008	0.007	0.009	0.00327391423842454	1.25694309803923e-37	0.00297372187393428
meanDE	0.293	0.699	0.31	0.704	0.326	0.69	0.383239956298207	0.0551468782092825	0.288736558186131
EE	0.511	0.67	0.552	0.718	0.508	0.696	0.461184736402828	0.0960332108905952	0.773317174074326
meanDE	0.084	0.044	0.113	0.053	0.059	0.025	0.0208088088706457	1.146382515597e-24	0.00880314153343462
EE	0.012	0.048	0.007	0.032	0.006	0.019	0.0041124942713472	3.2780177935811e-41	0.000490015255723283
varDE	0.19	0.206	0.185	0.166	0.175	0.16	0.092213820544162	6.52264291889836e-09	0.0299192857324112
EE	0.925	0.723	0.874	0.804	0.908	0.737	0.888224852146997	0.00652023561460181	0.904690015589639
EE	0.572	0.836	0.505	0.786	0.564	0.839	0.432387563818321	0.000276390070972945	0.457860636506059
varDE	0.142	0.004	0.163	0.002	0.159	0.004	0.687809786324881	2.85159618301556e-06	0.446434969363171
meanDE	0.104	0.182	0.081	0.162	0.115	0.156	0.0693202444575409	2.19766630803945e-10	0.0513430485194567
EE	0.521	0.96	0.434	0.946	0.421	0.974	0.353636835191654	0.00144473713748595	0.417311152373571
EE	0.934	0.988	0.948	0.981	0.932	0.975	0.758064871165685	4.78951540921799e-05	0.648077558460431
EE	0.777	0.883	0.784	0.891	0.757	0.856	0.657331615064784	0.0933721101150805	0.894958912303554
meanDE	0.378	0.317	0.432	0.308	0.385	0.257	0.0742090995093784	1.19777664637926e-10	0.0826437300143822
EE	0.107	0.229	0.124	0.225	0.138	0.257	0.0919488446315009	1.56045254014761e-12	0.229655197000062
